HashiSh95,1940,1,HNK,,3,2,1,0,0,0,0,0,0,,2,0,,0,0,0
HattoTs97,1940,1,NAG,,37,82,5,9,0,0,0,4,2,,7,17,,0,0,0
HayasSe95,1940,1,KYO,,62,165,11,27,2,1,0,10,8,,18,21,,1,2,1
HibinTa95,1940,1,HNK,,42,99,5,18,2,0,0,7,0,,15,5,,0,1,2
HidakTo95,1940,1,HNK,,1,1,0,0,0,0,0,0,0,,0,1,,0,0,0
HiranSh95,1940,1,YAM,,22,31,2,2,0,0,0,0,0,,2,3,,0,0,0
HirayKi95,1940,1,KYO,,104,369,39,70,8,4,1,30,21,,43,38,,0,3,2
HirotSh96,1940,1,LIO,,86,238,8,40,10,3,0,16,1,,40,59,,1,5,0
HirukTo95,1940,1,HAN,,7,13,0,2,1,0,0,2,0,,0,2,,0,0,0
HodehAk95,1940,1,TSU,,5,3,1,1,0,0,0,0,0,,1,1,,0,0,0
HondaCh95,1940,1,NAG,,8,21,4,4,0,1,0,2,1,,6,2,,0,0,0
HondoYa95,1940,1,HAN,,101,391,52,95,26,5,3,36,18,,40,33,,2,5,4
HorioJi95,1940,1,HAN,,98,395,55,95,22,2,3,38,29,,34,33,,2,3,2
IgaueJu95,1940,1,HAN,,94,323,50,83,17,2,3,37,13,,53,16,,0,4,2
IizukTa95,1940,1,NGK,,16,48,1,7,2,0,0,4,0,,1,7,,0,0,0
IkedaHi97,1940,1,HNK,,22,44,1,10,0,1,0,7,1,,1,8,,0,1,1
InokaTo95,1940,1,HNK,,73,237,17,51,5,0,2,20,5,,40,35,,2,3,0
IsekaMa95,1940,1,LIO,,57,142,1,20,0,0,0,1,0,,7,16,,0,3,0
IshidMa98,1940,1,NAG,,66,256,41,49,5,1,0,4,32,,37,15,,0,3,0
IshidMi95,1940,1,HNK,,46,94,13,22,3,0,0,7,0,,18,11,,2,5,0
IshihSh95,1940,1,TSU,,6,8,0,1,0,0,0,0,0,,1,4,,0,0,0
IshiiTa97,1940,1,HNK,,1,2,0,0,0,0,0,0,0,,0,0,,1,0,0
IshiiYu95,1940,1,TSU,,67,152,11,29,4,0,1,12,1,,33,15,,1,1,2
IsobeTa95,1940,1,NGK,,3,2,0,0,0,0,0,0,0,,0,1,,0,0,0
ItoJi95,1940,1,HNK,,74,159,15,27,3,1,0,11,2,,31,22,,1,11,0
ItoTs95,1940,1,YAM,,50,97,7,27,3,2,0,4,1,,18,22,,0,3,0
ItoYo96,1940,1,LIO,,6,5,0,0,0,0,0,0,0,,0,3,,0,0,0
IwagaJi95,1940,1,KUR,,98,339,29,66,5,2,0,20,21,,51,14,,2,14,2
IwaidKi95,1940,1,YAM,,84,295,21,61,1,0,0,10,5,,30,25,,2,5,1
IwamoAk95,1940,1,NAG,,37,66,8,9,1,0,0,3,5,,20,26,,0,0,0
IwamoYo96,1940,1,YAM,,45,165,20,37,9,1,0,10,9,,18,25,,5,2,1
IzumiKi80,1940,1,KYO,,7,8,0,0,0,0,0,0,0,,1,2,,0,0,0
IzutsKe95,1940,1,LIO,,67,122,5,17,1,0,0,4,3,,16,10,,0,2,1
KajiKe95,1940,1,LIO,,56,130,10,22,1,1,0,8,0,,21,32,,0,2,1
KamedTa95,1940,1,KUR,,74,209,11,48,5,1,0,18,2,,12,14,,2,2,0
KamedTo95,1940,1,HAN,,6,7,0,1,0,0,0,0,0,,0,4,,0,0,0
KanekYu95,1940,1,TSU,,24,34,2,7,2,0,0,3,0,,1,5,,0,0,0
KanTo95,1940,1,KUR,,42,69,1,9,1,0,0,7,0,,3,12,,0,2,0
KaritHi95,1940,1,TSU,,103,373,57,82,18,2,5,23,18,,80,34,,3,8,1
KatoKi95,1940,1,YAM,,19,64,0,14,1,0,0,0,0,,5,7,,0,2,0
KawakTe95,1940,1,KYO,,104,392,51,122,23,9,9,66,7,,50,27,,0,0,4
KawamAk95,1940,1,NAG,,16,18,2,1,0,1,0,2,0,,7,3,,0,0,0
