playerID,yearid,votedBy,ballots,needed,votes,inducted,category,Batter,Pitcher,Which One
cobbty01,1936,BBWAA,226,170,222,Y,Player,24,2,Batter
ruthba01,1936,BBWAA,226,170,215,Y,Player,22,10,Batter
wagneho01,1936,BBWAA,226,170,215,Y,Player,21,2,Batter
mathech01,1936,BBWAA,226,170,205,Y,Player,18,18,Pitcher
johnswa01,1936,BBWAA,226,170,189,Y,Player,21,21,Pitcher
lajoina01,1936,BBWAA,226,170,146,N,Player,22,0,Batter
speaktr01,1936,BBWAA,226,170,133,N,Player,22,1,Batter
youngcy01,1936,BBWAA,226,170,111,N,Player,23,23,Pitcher
hornsro01,1936,BBWAA,226,170,105,N,Player,24,0,Batter
cochrmi01,1936,BBWAA,226,170,80,N,Player,13,0,Batter
sislege01,1936,BBWAA,226,170,77,N,Player,16,7,Batter
collied01,1936,BBWAA,226,170,60,N,Player,25,0,Batter
colliji01,1936,BBWAA,226,170,58,N,Player,16,0,Batter
alexape01,1936,BBWAA,226,170,55,N,Player,21,21,Pitcher
gehrilo01,1936,BBWAA,226,170,51,N,Player,17,0,Batter
bresnro01,1936,BBWAA,226,170,47,N,Player,18,3,Batter
keelewi01,1936,BBWAA,226,170,40,N,Player,20,0,Batter
ansonca01,1936,Veterans,78,59,39,N,Player,27,2,Batter
ewingbu01,1936,Veterans,78,59,39,N,Player,18,6,Batter
keelewi01,1936,Veterans,78,59,33,N,Player,20,0,Batter
wadderu01,1936,BBWAA,226,170,33,N,Player,14,14,Pitcher
youngcy01,1936,Veterans,78,59,32,N,Player,23,23,Pitcher
delahed01,1936,Veterans,78,59,21,N,Player,16,0,Batter
foxxji01,1936,BBWAA,226,170,21,N,Player,21,2,Batter
walshed01,1936,BBWAA,226,170,20,N,Player,14,14,Pitcher
mcgrajo01,1936,Veterans,78,59,17,N,Player,17,0,Batter
delahed01,1936,BBWAA,226,170,17,N,Player,16,0,Batter
radboch01,1936,Veterans,78,59,16,N,Player,12,11,Pitcher
traynpi01,1936,BBWAA,226,170,16,N,Player,17,0,Batter
kellyki01,1936,Veterans,78,59,15,N,Player,18,7,Batter
longhe01,1936,Veterans,78,59,15,N,Player,17,0,Batter
friscfr01,1936,BBWAA,226,170,14,N,Player,19,0,Batter
grovele01,1936,BBWAA,226,170,12,N,Player,17,17,Pitcher
jennihu01,1936,Veterans,78,59,11,N,Player,20,0,Batter
rusieam01,1936,Veterans,78,59,11,N,Player,10,10,Pitcher
chaseha01,1936,BBWAA,226,170,11,N,Player,17,1,Batter
youngro01,1936,BBWAA,226,170,10,N,Player,10,0,Batter
clarkfr01,1936,Veterans,78,59,9,N,Player,21,0,Batter
terrybi01,1936,BBWAA,226,170,9,N,Player,14,0,Batter
colliji01,1936,Veterans,78,59,8,N,Player,16,0,Batter
klingjo01,1936,BBWAA,226,170,8,N,Player,14,0,Batter
crigelo01,1936,BBWAA,226,170,7,N,Player,16,0,Batter
comisch01,1936,Veterans,78,59,6,N,Player,13,3,Batter
dennyje01,1936,Veterans,78,59,6,N,Player,15,1,Batter
langebi01,1936,Veterans,78,59,6,N,Player,7,0,Batter
robinwi01,1936,Veterans,78,59,6,N,Player,18,0,Batter
stoveha01,1936,Veterans,78,59,6,N,Player,16,3,Batter
wrighge01,1936,Veterans,78,59,6,N,Player,12,2,Batter
brownmo01,1936,BBWAA,226,170,6,N,Player,15,15,Pitcher
eversjo01,1936,BBWAA,226,170,6,N,Player,19,0,Batter
clarkjo01,1936,Veterans,78,59,5,N,Player,13,13,Pitcher
wagneho01,1936,Veterans,78,59,5,N,Player,21,2,Batter
chancfr01,1936,BBWAA,226,170,5,N,Player,17,0,Batter
spaldal01,1936,Veterans,78,59,4,N,Player,8,7,Pitcher
mcgrajo01,1936,BBWAA,226,170,4,N,Player,17,0,Batter
schalra01,1936,BBWAA,226,170,4,N,Player,18,0,Batter
simmoal01,1936,BBWAA,226,170,4,N,Player,21,0,Batter
barnero01,1936,Veterans,78,59,3,N,Player,9,1,Batter
bennech01,1936,Veterans,78,59,3,N,Player,15,0,Batter
duffyhu01,1936,Veterans,78,59,3,N,Player,17,0,Batter
nichoki01,1936,Veterans,78,59,3,N,Player,16,16,Pitcher
wardjo01,1936,Veterans,78,59,3,N,Player,17,7,Batter
broutda01,1936,Veterans,78,59,2,N,Player,20,2,Batter
dunlafr01,1936,Veterans,78,59,2,N,Player,14,2,Batter
glassja01,1936,Veterans,78,59,2,N,Player,20,4,Batter
hamilbi01,1936,Veterans,78,59,2,N,Player,14,0,Batter
lajoina01,1936,Veterans,78,59,2,N,Player,22,0,Batter
willine01,1936,Veterans,78,59,2,N,Player,13,7,Pitcher
bendech01,1936,BBWAA,226,170,2,N,Player,16,16,Pitcher
jacksjo01,1936,BBWAA,226,170,2,N,Player,14,0,Batter
roushed01,1936,BBWAA,226,170,2,N,Player,19,0,Batter
allisdo01,1936,Veterans,78,59,1,N,Player,12,1,Batter
battijo01,1936,Veterans,78,59,1,N,Player,12,2,Batter
becklja01,1936,Veterans,78,59,1,N,Player,22,1,Batter
bondto01,1936,Veterans,78,59,1,N,Player,11,11,Pitcher
burkeje01,1936,Veterans,78,59,1,N,Player,16,3,Batter
crigelo01,1936,Veterans,78,59,1,N,Player,16,0,Batter
dahlebi01,1936,Veterans,78,59,1,N,Player,21,0,Batter
daubeja01,1936,Veterans,78,59,1,N,Player,15,0,Batter
doyleja01,1936,Veterans,78,59,1,N,Player,21,0,Batter
keefeti01,1936,Veterans,78,59,1,N,Player,15,15,Pitcher
kilroma01,1936,Veterans,78,59,1,N,Player,10,10,Pitcher
lathaar01,1936,Veterans,78,59,1,N,Player,18,0,Batter
lowebo01,1936,Veterans,78,59,1,N,Player,19,1,Batter
mcaleji01,1936,Veterans,78,59,1,N,Player,13,1,Batter
mccarto01,1936,Veterans,78,59,1,N,Player,13,6,Batter
mcveyca01,1936,Veterans,78,59,1,N,Player,9,4,Batter
paborch01,1936,Veterans,78,59,1,N,Player,6,3,Pitcher
pikeli01,1936,Veterans,78,59,1,N,Player,11,0,Batter
remseja01,1936,Veterans,78,59,1,N,Player,11,0,Batter
richaha01,1936,Veterans,78,59,1,N,Player,15,2,Batter
tennefr02,1936,Veterans,78,59,1,N,Player,17,1,Batter
vanhage01,1936,Veterans,78,59,1,N,Player,18,9,Pitcher
wallabo01,1936,Veterans,78,59,1,N,Player,25,4,Batter
whitede01,1936,Veterans,78,59,1,N,Player,20,2,Batter
bakerfr01,1936,BBWAA,226,170,1,N,Player,13,0,Batter
bradlbi01,1936,BBWAA,226,170,1,N,Player,14,1,Batter
clarkfr01,1936,BBWAA,226,170,1,N,Player,21,0,Batter
crawfsa01,1936,BBWAA,226,170,1,N,Player,19,0,Batter
elberki01,1936,BBWAA,226,170,1,N,Player,15,0,Batter
mackco01,1936,BBWAA,226,170,1,N,Player,11,0,Batter
marquru01,1936,BBWAA,226,170,1,N,Player,19,19,Pitcher
ruckena01,1936,BBWAA,226,170,1,N,Player,10,10,Pitcher
vanceda01,1936,BBWAA,226,170,1,N,Player,18,18,Pitcher
cummica01,1936,Veterans,78,59,0,N,Player,6,6,Pitcher
flintsi01,1936,Veterans,78,59,0,N,Player,13,0,Batter
richmle01,1936,Veterans,78,59,0,N,Player,6,6,Pitcher
gehrich01,1936,BBWAA,226,170,0,N,Player,19,0,Batter
hartnga01,1936,BBWAA,226,170,0,N,Player,20,0,Batter
sullibi03,1936,BBWAA,226,170,0,N,Player,16,0,Batter
lajoina01,1937,BBWAA,201,151,168,Y,Player,22,0,Batter
speaktr01,1937,BBWAA,201,151,165,Y,Player,22,1,Batter
youngcy01,1937,BBWAA,201,151,153,Y,Player,23,23,Pitcher
alexape01,1937,BBWAA,201,151,125,N,Player,21,21,Pitcher
collied01,1937,BBWAA,201,151,115,N,Player,25,0,Batter
keelewi01,1937,BBWAA,201,151,115,N,Player,20,0,Batter
sislege01,1937,BBWAA,201,151,106,N,Player,16,7,Batter
delahed01,1937,BBWAA,201,151,70,N,Player,16,0,Batter
wadderu01,1937,BBWAA,201,151,67,N,Player,14,14,Pitcher
colliji01,1937,BBWAA,201,151,66,N,Player,16,0,Batter
walshed01,1937,BBWAA,201,151,56,N,Player,14,14,Pitcher
hornsro01,1937,BBWAA,201,151,53,N,Player,24,0,Batter
chancfr01,1937,BBWAA,201,151,49,N,Player,17,0,Batter
eversjo01,1937,BBWAA,201,151,44,N,Player,19,0,Batter
bresnro01,1937,BBWAA,201,151,43,N,Player,18,3,Batter
brownmo01,1937,BBWAA,201,151,31,N,Player,15,15,Pitcher
maranra01,1937,BBWAA,201,151,25,N,Player,23,0,Batter
schalra01,1937,BBWAA,201,151,24,N,Player,18,0,Batter
planked01,1937,BBWAA,201,151,23,N,Player,17,17,Pitcher
clarkfr01,1937,BBWAA,201,151,22,N,Player,21,0,Batter
klingjo01,1937,BBWAA,201,151,20,N,Player,14,0,Batter
chaseha01,1937,BBWAA,201,151,18,N,Player,17,1,Batter
bendech01,1937,BBWAA,201,151,17,N,Player,16,16,Pitcher
crigelo01,1937,BBWAA,201,151,16,N,Player,16,0,Batter
youngro01,1937,BBWAA,201,151,16,N,Player,10,0,Batter
pennohe01,1937,BBWAA,201,151,15,N,Player,23,23,Pitcher
tinkejo01,1937,BBWAA,201,151,15,N,Player,15,0,Batter
bakerfr01,1937,BBWAA,201,151,13,N,Player,13,0,Batter
marquru01,1937,BBWAA,201,151,13,N,Player,19,19,Pitcher
woodjo02,1937,BBWAA,201,151,13,N,Player,14,11,Pitcher
mcginjo01,1937,BBWAA,201,151,12,N,Player,11,11,Pitcher
jossad01,1937,BBWAA,201,151,11,N,Player,9,9,Pitcher
ruckena01,1937,BBWAA,201,151,11,N,Player,10,10,Pitcher
heilmha01,1937,BBWAA,201,151,10,N,Player,17,0,Batter
roushed01,1937,BBWAA,201,151,10,N,Player,19,0,Batter
vanceda01,1937,BBWAA,201,151,10,N,Player,18,18,Pitcher
adamsba01,1937,BBWAA,201,151,8,N,Player,19,19,Pitcher
duffyhu01,1937,BBWAA,201,151,7,N,Player,17,0,Batter
archeji01,1937,BBWAA,201,151,6,N,Player,14,0,Batter
careyma01,1937,BBWAA,201,151,6,N,Player,21,0,Batter
donlimi01,1937,BBWAA,201,151,6,N,Player,14,2,Batter
hoopeha01,1937,BBWAA,201,151,6,N,Player,17,1,Batter
bradlbi01,1937,BBWAA,201,151,5,N,Player,14,1,Batter
carribi02,1937,BBWAA,201,151,5,N,Player,10,0,Batter
crawfsa01,1937,BBWAA,201,151,5,N,Player,19,0,Batter
huggimi01,1937,BBWAA,201,151,5,N,Manager,13,0,Batter
mcgrajo01,1937,BBWAA,201,151,5,N,Manager,17,0,Batter
robinwi01,1937,BBWAA,201,151,5,N,Manager,18,0,Batter
tennefr02,1937,BBWAA,201,151,5,N,Player,17,1,Batter
wheatza01,1937,BBWAA,201,151,5,N,Player,19,0,Batter
combsea01,1937,BBWAA,201,151,4,N,Player,12,0,Batter
griffcl01,1937,BBWAA,201,151,4,N,Pioneer/Executive,22,21,Pitcher
jennihu01,1937,BBWAA,201,151,4,N,Player,20,0,Batter
altroni01,1937,BBWAA,201,151,3,N,Player,21,18,Pitcher
bancrda01,1937,BBWAA,201,151,3,N,Player,17,0,Batter
burnsge01,1937,BBWAA,201,151,3,N,Player,15,0,Batter
donovbi01,1937,BBWAA,201,151,3,N,Player,18,18,Pitcher
faberre01,1937,BBWAA,201,151,3,N,Player,20,20,Pitcher
lewisdu01,1937,BBWAA,201,151,3,N,Player,11,1,Batter
nehfar01,1937,BBWAA,201,151,3,N,Player,18,18,Pitcher
peckiro01,1937,BBWAA,201,151,3,N,Player,18,0,Batter
bergema01,1937,BBWAA,201,151,2,N,Player,4,0,Batter
bodiepi01,1937,BBWAA,201,151,2,N,Player,9,0,Batter
coombja01,1937,BBWAA,201,151,2,N,Player,14,14,Pitcher
cravaga01,1937,BBWAA,201,151,2,N,Player,12,0,Batter
daubeja01,1937,BBWAA,201,151,2,N,Player,15,0,Batter
doylela01,1937,BBWAA,201,151,2,N,Player,15,0,Batter
fletcar01,1937,BBWAA,201,151,2,N,Player,14,0,Batter
gowdyha01,1937,BBWAA,201,151,2,N,Player,19,0,Batter
loberha01,1937,BBWAA,201,151,2,N,Player,14,0,Batter
mageesh01,1937,BBWAA,201,151,2,N,Player,17,0,Batter
schreos01,1937,BBWAA,201,151,2,N,Player,15,0,Batter
scottev01,1937,BBWAA,201,151,2,N,Player,15,0,Batter
breitte01,1937,BBWAA,201,151,1,N,Player,11,11,Pitcher
burkeje01,1937,BBWAA,201,151,1,N,Player,16,3,Batter
bushdo01,1937,BBWAA,201,151,1,N,Player,17,0,Batter
chesbja01,1937,BBWAA,201,151,1,N,Player,12,12,Pitcher
cissebi01,1937,BBWAA,201,151,1,N,Player,10,0,Batter
collish01,1937,BBWAA,201,151,1,N,Player,16,0,Batter
dooinre01,1937,BBWAA,201,151,1,N,Player,16,0,Batter
duganjo01,1937,BBWAA,201,151,1,N,Player,15,0,Batter
elberki01,1937,BBWAA,201,151,1,N,Player,15,0,Batter
falkecy01,1937,BBWAA,201,151,1,N,Player,14,14,Pitcher
gleaski01,1937,BBWAA,201,151,1,N,Player,23,9,Batter
grimebu01,1937,BBWAA,201,151,1,N,Player,23,23,Pitcher
grohhe01,1937,BBWAA,201,151,1,N,Player,17,0,Batter
hinchbi01,1937,BBWAA,201,151,1,N,Player,10,0,Batter
judgejo01,1937,BBWAA,201,151,1,N,Player,21,0,Batter
kerrdi01,1937,BBWAA,201,151,1,N,Player,4,4,Pitcher
leachto01,1937,BBWAA,201,151,1,N,Player,20,0,Batter
leevesa01,1937,BBWAA,201,151,1,N,Player,13,13,Pitcher
longhe01,1937,BBWAA,201,151,1,N,Player,17,0,Batter
luquedo01,1937,BBWAA,201,151,1,N,Player,20,20,Pitcher
mcinnst01,1937,BBWAA,201,151,1,N,Player,19,0,Batter
mcleala01,1937,BBWAA,201,151,1,N,Player,14,0,Batter
meusebo01,1937,BBWAA,201,151,1,N,Player,11,0,Batter
milleha01,1937,BBWAA,201,151,1,N,Player,6,0,Batter
moranpa01,1937,BBWAA,201,151,1,N,Player,14,0,Batter
murphda02,1937,BBWAA,201,151,1,N,Player,16,0,Batter
murrare01,1937,BBWAA,201,151,1,N,Player,12,0,Batter
paskedo01,1937,BBWAA,201,151,1,N,Player,15,0,Batter
raymobu01,1937,BBWAA,201,151,1,N,Player,6,6,Pitcher
rixeyep01,1937,BBWAA,201,151,1,N,Player,21,21,Pitcher
rudoldi01,1937,BBWAA,201,151,1,N,Player,13,13,Pitcher
rusieam01,1937,BBWAA,201,151,1,N,Player,10,10,Pitcher
schulfr01,1937,BBWAA,201,151,1,N,Player,17,0,Batter
seweljo01,1937,BBWAA,201,151,1,N,Player,14,0,Batter
steinha01,1937,BBWAA,201,151,1,N,Player,14,0,Batter
streega01,1937,BBWAA,201,151,1,N,Player,10,0,Batter
sullibi03,1937,BBWAA,201,151,1,N,Player,16,0,Batter
veachbo01,1937,BBWAA,201,151,1,N,Player,16,1,Batter
wallabo01,1937,BBWAA,201,151,1,N,Player,25,4,Batter
wilsoha01,1937,BBWAA,201,151,1,N,Player,13,0,Batter
bulkemo99,1937,Centennial,,,,Y,Pioneer/Executive,0,0,Pitcher
johnsba99,1937,Centennial,,,,Y,Pioneer/Executive,0,0,Pitcher
mackco01,1937,Centennial,,,,Y,Manager,11,0,Batter
mcgrajo01,1937,Veterans,,,,Y,Manager,17,0,Batter
wrighge01,1937,Centennial,,,,Y,Pioneer/Executive,12,2,Batter
alexape01,1938,BBWAA,262,197,212,Y,Player,21,21,Pitcher
sislege01,1938,BBWAA,262,197,179,N,Player,16,7,Batter
keelewi01,1938,BBWAA,262,197,177,N,Player,20,0,Batter
collied01,1938,BBWAA,262,197,175,N,Player,25,0,Batter
wadderu01,1938,BBWAA,262,197,148,N,Player,14,14,Pitcher
chancfr01,1938,BBWAA,262,197,133,N,Player,17,0,Batter
delahed01,1938,BBWAA,262,197,132,N,Player,16,0,Batter
walshed01,1938,BBWAA,262,197,110,N,Player,14,14,Pitcher
eversjo01,1938,BBWAA,262,197,91,N,Player,19,0,Batter
colliji01,1938,BBWAA,262,197,79,N,Player,16,0,Batter
maranra01,1938,BBWAA,262,197,73,N,Player,23,0,Batter
bresnro01,1938,BBWAA,262,197,67,N,Player,18,3,Batter
clarkfr01,1938,BBWAA,262,197,63,N,Player,21,0,Batter
brownmo01,1938,BBWAA,262,197,54,N,Player,15,15,Pitcher
huggimi01,1938,BBWAA,262,197,48,N,Manager,13,0,Batter
hornsro01,1938,BBWAA,262,197,46,N,Player,24,0,Batter
schalra01,1938,BBWAA,262,197,45,N,Player,18,0,Batter
youngro01,1938,BBWAA,262,197,40,N,Player,10,0,Batter
planked01,1938,BBWAA,262,197,38,N,Player,17,17,Pitcher
pennohe01,1938,BBWAA,262,197,37,N,Player,23,23,Pitcher
mcginjo01,1938,BBWAA,262,197,36,N,Player,11,11,Pitcher
bendech01,1938,BBWAA,262,197,33,N,Player,16,16,Pitcher
bakerfr01,1938,BBWAA,262,197,32,N,Player,13,0,Batter
klingjo01,1938,BBWAA,262,197,26,N,Player,14,0,Batter
duffyhu01,1938,BBWAA,262,197,24,N,Player,17,0,Batter
jennihu01,1938,BBWAA,262,197,23,N,Player,20,0,Batter
jossad01,1938,BBWAA,262,197,18,N,Player,9,9,Pitcher
robinwi01,1938,BBWAA,262,197,17,N,Manager,18,0,Batter
tinkejo01,1938,BBWAA,262,197,16,N,Player,15,0,Batter
heilmha01,1938,BBWAA,262,197,14,N,Player,17,0,Batter
ruckena01,1938,BBWAA,262,197,12,N,Player,10,10,Pitcher
adamsba01,1938,BBWAA,262,197,11,N,Player,19,19,Pitcher
crawfsa01,1938,BBWAA,262,197,11,N,Player,19,0,Batter
crigelo01,1938,BBWAA,262,197,11,N,Player,16,0,Batter
griffcl01,1938,BBWAA,262,197,10,N,Pioneer/Executive,22,21,Pitcher
marquru01,1938,BBWAA,262,197,10,N,Player,19,19,Pitcher
vanceda01,1938,BBWAA,262,197,10,N,Player,18,18,Pitcher
roushed01,1938,BBWAA,262,197,9,N,Player,19,0,Batter
gowdyha01,1938,BBWAA,262,197,8,N,Player,19,0,Batter
rusieam01,1938,BBWAA,262,197,8,N,Player,10,10,Pitcher
tennefr02,1938,BBWAA,262,197,8,N,Player,17,1,Batter
altroni01,1938,BBWAA,262,197,7,N,Player,21,18,Pitcher
archeji01,1938,BBWAA,262,197,7,N,Player,14,0,Batter
combsea01,1938,BBWAA,262,197,7,N,Player,12,0,Batter
terrybi01,1938,BBWAA,262,197,7,N,Player,14,0,Batter
wallabo01,1938,BBWAA,262,197,7,N,Player,25,4,Batter
wheatza01,1938,BBWAA,262,197,7,N,Player,19,0,Batter
careyma01,1938,BBWAA,262,197,6,N,Player,21,0,Batter
woodjo02,1938,BBWAA,262,197,6,N,Player,14,11,Pitcher
donlimi01,1938,BBWAA,262,197,5,N,Player,14,2,Batter
lewisdu01,1938,BBWAA,262,197,5,N,Player,11,1,Batter
nehfar01,1938,BBWAA,262,197,5,N,Player,18,18,Pitcher
carribi02,1938,BBWAA,262,197,4,N,Player,10,0,Batter
dinnebi01,1938,BBWAA,262,197,4,N,Player,13,13,Pitcher
doylela01,1938,BBWAA,262,197,4,N,Player,15,0,Batter
hoopeha01,1938,BBWAA,262,197,4,N,Player,17,1,Batter
mcinnst01,1938,BBWAA,262,197,4,N,Player,19,0,Batter
barryja01,1938,BBWAA,262,197,3,N,Player,12,0,Batter
burnsge01,1938,BBWAA,262,197,3,N,Player,15,0,Batter
fletcar01,1938,BBWAA,262,197,3,N,Player,14,0,Batter
grohhe01,1938,BBWAA,262,197,3,N,Player,17,0,Batter
kerrdi01,1938,BBWAA,262,197,3,N,Player,4,4,Pitcher
nichoki01,1938,BBWAA,262,197,3,N,Player,16,16,Pitcher
traynpi01,1938,BBWAA,262,197,3,N,Player,17,0,Batter
bancrda01,1938,BBWAA,262,197,2,N,Player,17,0,Batter
bradlbi01,1938,BBWAA,262,197,2,N,Player,14,1,Batter
burkeje01,1938,BBWAA,262,197,2,N,Player,16,3,Batter
chesbja01,1938,BBWAA,262,197,2,N,Player,12,12,Pitcher
coombja01,1938,BBWAA,262,197,2,N,Player,14,14,Pitcher
cravaga01,1938,BBWAA,262,197,2,N,Player,12,0,Batter
elberki01,1938,BBWAA,262,197,2,N,Player,15,0,Batter
fosteed02,1938,BBWAA,262,197,2,N,Player,14,0,Batter
judgejo01,1938,BBWAA,262,197,2,N,Player,21,0,Batter
mageesh01,1938,BBWAA,262,197,2,N,Player,17,0,Batter
peckiro01,1938,BBWAA,262,197,2,N,Player,18,0,Batter
rixeyep01,1938,BBWAA,262,197,2,N,Player,21,21,Pitcher
schreos01,1938,BBWAA,262,197,2,N,Player,15,0,Batter
scottev01,1938,BBWAA,262,197,2,N,Player,15,0,Batter
stengca01,1938,BBWAA,262,197,2,N,Manager,15,0,Batter
beaumgi01,1938,BBWAA,262,197,1,N,Player,12,0,Batter
bergema01,1938,BBWAA,262,197,1,N,Player,4,0,Batter
chapmra01,1938,BBWAA,262,197,1,N,Player,9,0,Batter
coaklan01,1938,BBWAA,262,197,1,N,Player,10,10,Pitcher
coopewi01,1938,BBWAA,262,197,1,N,Player,16,16,Pitcher
covelst01,1938,BBWAA,262,197,1,N,Player,14,14,Pitcher
cranddo01,1938,BBWAA,262,197,1,N,Player,12,11,Pitcher
cruiswa01,1938,BBWAA,262,197,1,N,Player,11,0,Batter
dahlebi01,1938,BBWAA,262,197,1,N,Player,21,0,Batter
daubeja01,1938,BBWAA,262,197,1,N,Player,15,0,Batter
donovbi01,1938,BBWAA,262,197,1,N,Player,18,18,Pitcher
dooinre01,1938,BBWAA,262,197,1,N,Player,16,0,Batter
duganjo01,1938,BBWAA,262,197,1,N,Player,15,0,Batter
ehmkeho01,1938,BBWAA,262,197,1,N,Player,16,16,Pitcher
faberre01,1938,BBWAA,262,197,1,N,Player,20,20,Pitcher
flickel01,1938,BBWAA,262,197,1,N,Player,14,0,Batter
gleaski01,1938,BBWAA,262,197,1,N,Player,23,9,Batter
granted01,1938,BBWAA,262,197,1,N,Player,11,0,Batter
grimebu01,1938,BBWAA,262,197,1,N,Player,23,23,Pitcher
harribu01,1938,BBWAA,262,197,1,N,Manager,12,0,Batter
herzobu01,1938,BBWAA,262,197,1,N,Player,16,0,Batter
irwinch01,1938,BBWAA,262,197,1,N,Player,11,0,Batter
jonesfi01,1938,BBWAA,262,197,1,N,Player,15,0,Batter
lathaar01,1938,BBWAA,262,197,1,N,Player,18,0,Batter
loberha01,1938,BBWAA,262,197,1,N,Player,14,0,Batter
longhe01,1938,BBWAA,262,197,1,N,Player,17,0,Batter
luquedo01,1938,BBWAA,262,197,1,N,Player,20,20,Pitcher
marbefi01,1938,BBWAA,262,197,1,N,Player,15,15,Pitcher
meusebo01,1938,BBWAA,262,197,1,N,Player,11,0,Batter
milancl01,1938,BBWAA,262,197,1,N,Player,16,0,Batter
moranpa01,1938,BBWAA,262,197,1,N,Player,14,0,Batter
murrare01,1938,BBWAA,262,197,1,N,Player,12,0,Batter
perduhu01,1938,BBWAA,262,197,1,N,Player,6,6,Pitcher
ricesa01,1938,BBWAA,262,197,1,N,Player,20,2,Batter
sheckji01,1938,BBWAA,262,197,1,N,Player,19,0,Batter
shockur01,1938,BBWAA,262,197,1,N,Player,13,13,Pitcher
stahlja01,1938,BBWAA,262,197,1,N,Player,10,0,Batter
streega01,1938,BBWAA,262,197,1,N,Player,10,0,Batter
thomair01,1938,BBWAA,262,197,1,N,Player,10,0,Batter
willicy01,1938,BBWAA,262,197,1,N,Player,19,0,Batter
zimmech01,1938,BBWAA,262,197,1,N,Player,20,0,Batter
cartwal99,1938,Centennial,,,,Y,Pioneer/Executive,0,0,Pitcher
chadwhe99,1938,Centennial,,,,Y,Pioneer/Executive,0,0,Pitcher
sislege01,1939,BBWAA,274,206,235,Y,Player,16,7,Batter
collied01,1939,BBWAA,274,206,213,Y,Player,25,0,Batter
keelewi01,1939,BBWAA,274,206,207,Y,Player,20,0,Batter
wadderu01,1939,BBWAA,274,206,179,N,Player,14,14,Pitcher
hornsro01,1939,BBWAA,274,206,176,N,Player,24,0,Batter
chancfr01,1939,BBWAA,274,206,158,N,Player,17,0,Batter
delahed01,1939,BBWAA,274,206,145,N,Player,16,0,Batter
walshed01,1939,BBWAA,274,206,132,N,Player,14,14,Pitcher
eversjo01,1939,BBWAA,274,206,107,N,Player,19,0,Batter
huggimi01,1939,BBWAA,274,206,97,N,Manager,13,0,Batter
maranra01,1939,BBWAA,274,206,82,N,Player,23,0,Batter
colliji01,1939,BBWAA,274,206,72,N,Player,16,0,Batter
bresnro01,1939,BBWAA,274,206,67,N,Player,18,3,Batter
clarkfr01,1939,BBWAA,274,206,59,N,Player,21,0,Batter
brownmo01,1939,BBWAA,274,206,54,N,Player,15,15,Pitcher
robinwi01,1939,BBWAA,274,206,46,N,Manager,18,0,Batter
bendech01,1939,BBWAA,274,206,40,N,Player,16,16,Pitcher
pennohe01,1939,BBWAA,274,206,40,N,Player,23,23,Pitcher
schalra01,1939,BBWAA,274,206,35,N,Player,18,0,Batter
duffyhu01,1939,BBWAA,274,206,34,N,Player,17,0,Batter
youngro01,1939,BBWAA,274,206,34,N,Player,10,0,Batter
jennihu01,1939,BBWAA,274,206,33,N,Player,20,0,Batter
mcginjo01,1939,BBWAA,274,206,32,N,Player,11,11,Pitcher
bakerfr01,1939,BBWAA,274,206,30,N,Player,13,0,Batter
cochrmi01,1939,BBWAA,274,206,28,N,Player,13,0,Batter
jossad01,1939,BBWAA,274,206,28,N,Player,9,9,Pitcher
planked01,1939,BBWAA,274,206,28,N,Player,17,17,Pitcher
friscfr01,1939,BBWAA,274,206,26,N,Player,19,0,Batter
griffcl01,1939,BBWAA,274,206,20,N,Pioneer/Executive,22,21,Pitcher
terrybi01,1939,BBWAA,274,206,16,N,Player,14,0,Batter
vanceda01,1939,BBWAA,274,206,15,N,Player,18,18,Pitcher
klingjo01,1939,BBWAA,274,206,14,N,Player,14,0,Batter
ruckena01,1939,BBWAA,274,206,13,N,Player,10,10,Pitcher
tinkejo01,1939,BBWAA,274,206,12,N,Player,15,0,Batter
adamsba01,1939,BBWAA,274,206,11,N,Player,19,19,Pitcher
traynpi01,1939,BBWAA,274,206,10,N,Player,17,0,Batter
heilmha01,1939,BBWAA,274,206,8,N,Player,17,0,Batter
roushed01,1939,BBWAA,274,206,8,N,Player,19,0,Batter
careyma01,1939,BBWAA,274,206,7,N,Player,21,0,Batter
dinnebi01,1939,BBWAA,274,206,7,N,Player,13,13,Pitcher
nichoki01,1939,BBWAA,274,206,7,N,Player,16,16,Pitcher
altroni01,1939,BBWAA,274,206,6,N,Player,21,18,Pitcher
chesbja01,1939,BBWAA,274,206,6,N,Player,12,12,Pitcher
crawfsa01,1939,BBWAA,274,206,6,N,Player,19,0,Batter
lewisdu01,1939,BBWAA,274,206,6,N,Player,11,1,Batter
rusieam01,1939,BBWAA,274,206,6,N,Player,10,10,Pitcher
stengca01,1939,BBWAA,274,206,6,N,Manager,15,0,Batter
donlimi01,1939,BBWAA,274,206,5,N,Player,14,2,Batter
hoopeha01,1939,BBWAA,274,206,5,N,Player,17,1,Batter
kerrdi01,1939,BBWAA,274,206,5,N,Player,4,4,Pitcher
wallabo01,1939,BBWAA,274,206,5,N,Player,25,4,Batter
gowdyha01,1939,BBWAA,274,206,4,N,Player,19,0,Batter
marquru01,1939,BBWAA,274,206,4,N,Player,19,19,Pitcher
mcinnst01,1939,BBWAA,274,206,4,N,Player,19,0,Batter
wheatza01,1939,BBWAA,274,206,4,N,Player,19,0,Batter
