playerID,yearid,votedBy,ballots,needed,votes,inducted,category,Batter,Pitcher
kerrdi01,1949,BBWAA,153,115,1,N,Player,4,4
lindsfr01,1949,BBWAA,153,115,1,N,Player,13,0
lopezal01,1949,BBWAA,153,115,1,N,Player,20,0
manushe01,1949,BBWAA,153,115,1,N,Player,19,0
myerbu01,1949,BBWAA,153,115,1,N,Player,18,0
nehfar01,1949,BBWAA,153,115,1,N,Player,18,18
peckiro01,1949,BBWAA,153,115,1,N,Player,18,0
pruethu01,1949,BBWAA,153,115,1,N,Player,7,7
ringji01,1949,BBWAA,153,115,1,N,Player,12,12
rootch01,1949,BBWAA,153,115,1,N,Player,17,17
selkige01,1949,BBWAA,153,115,1,N,Player,9,0
sherdbi01,1949,BBWAA,153,115,1,N,Player,17,17
toneyfr01,1949,BBWAA,153,115,1,N,Player,13,13
werbebi01,1949,BBWAA,153,115,1,N,Player,12,0
wittwh01,1949,BBWAA,153,115,1,N,Player,10,0
wrighgl01,1949,BBWAA,153,115,1,N,Player,11,0
brownmo01,1949,Old Timers,,,,Y,Player,15,15
nichoki01,1949,Old Timers,,,,Y,Player,16,16
ottme01,1950,BBWAA,168,126,115,N,Player,22,0
terrybi01,1950,BBWAA,168,126,105,N,Player,14,0
foxxji01,1950,BBWAA,168,126,103,N,Player,21,2
wanerpa01,1950,BBWAA,168,126,95,N,Player,22,0
simmoal01,1950,BBWAA,168,126,90,N,Player,21,0
heilmha01,1950,BBWAA,168,126,87,N,Player,17,0
deandi01,1950,BBWAA,168,126,85,N,Player,12,12
dickebi01,1950,BBWAA,168,126,78,N,Player,17,0
maranra01,1950,BBWAA,168,126,66,N,Player,23,0
greenha01,1950,BBWAA,168,126,64,N,Player,13,0
hartnga01,1950,BBWAA,168,126,54,N,Player,20,0
vanceda01,1950,BBWAA,168,126,52,N,Player,18,18
lyonste01,1950,BBWAA,168,126,42,N,Player,21,21
cronijo01,1950,BBWAA,168,126,33,N,Player,20,0
lazzeto01,1950,BBWAA,168,126,21,N,Player,15,0
gomezle01,1950,BBWAA,168,126,18,N,Player,14,14
wheatza01,1950,BBWAA,168,126,17,N,Player,19,0
youngro01,1950,BBWAA,168,126,17,N,Player,10,0
roushed01,1950,BBWAA,168,126,16,N,Player,19,0
schalra01,1950,BBWAA,168,126,16,N,Player,18,0
wilsoha01,1950,BBWAA,168,126,16,N,Player,13,0
careyma01,1950,BBWAA,168,126,14,N,Player,21,0
kleinch01,1950,BBWAA,168,126,14,N,Player,19,0
grimmch01,1950,BBWAA,168,126,13,N,Player,20,0
ruffire01,1950,BBWAA,168,126,12,N,Player,23,23
cuyleki01,1950,BBWAA,168,126,11,N,Player,19,0
haineje01,1950,BBWAA,168,126,11,N,Player,19,19
hoytwa01,1950,BBWAA,168,126,11,N,Player,25,25
bancrda01,1950,BBWAA,168,126,9,N,Player,17,0
faberre01,1950,BBWAA,168,126,9,N,Player,20,20
odoulle01,1950,BBWAA,168,126,9,N,Player,12,4
willicy01,1950,BBWAA,168,126,9,N,Player,19,0
bottoji01,1950,BBWAA,168,126,8,N,Player,16,0
hackst01,1950,BBWAA,168,126,8,N,Player,16,0
martipe01,1950,BBWAA,168,126,7,N,Player,13,2
rolfere01,1950,BBWAA,168,126,7,N,Player,10,0
adamsba01,1950,BBWAA,168,126,6,N,Player,19,19
bendech01,1950,BBWAA,168,126,6,N,Player,16,16
gowdyha01,1950,BBWAA,168,126,6,N,Player,19,0
grimebu01,1950,BBWAA,168,126,6,N,Player,23,23
jackstr01,1950,BBWAA,168,126,6,N,Player,15,0
rixeyep01,1950,BBWAA,168,126,6,N,Player,21,21
bakerfr01,1950,BBWAA,168,126,4,N,Player,13,0
hafeych01,1950,BBWAA,168,126,4,N,Player,13,0
harribu01,1950,BBWAA,168,126,4,N,Manager,12,0
ofarrbo01,1950,BBWAA,168,126,4,N,Player,24,0
ruelmu01,1950,BBWAA,168,126,4,N,Player,20,0
waltebu01,1950,BBWAA,168,126,4,N,Player,21,17
wilsoji01,1950,BBWAA,168,126,4,N,Player,19,0
combsea01,1950,BBWAA,168,126,3,N,Player,12,0
lombaer01,1950,BBWAA,168,126,3,N,Player,17,0
scottev01,1950,BBWAA,168,126,3,N,Player,15,0
stengca01,1950,BBWAA,168,126,3,N,Manager,15,0
burnsge01,1950,BBWAA,168,126,2,N,Player,15,0
chandsp01,1950,BBWAA,168,126,2,N,Player,11,11
dykesji01,1950,BBWAA,168,126,2,N,Player,22,1
earnsge01,1950,BBWAA,168,126,2,N,Player,11,11
fonsele01,1950,BBWAA,168,126,2,N,Player,13,1
gosligo01,1950,BBWAA,168,126,2,N,Player,19,0
grohhe01,1950,BBWAA,168,126,2,N,Player,17,0
hardeme01,1950,BBWAA,168,126,2,N,Player,20,20
hermaba01,1950,BBWAA,168,126,2,N,Player,14,0
higgipi01,1950,BBWAA,168,126,2,N,Player,15,0
hoopeha01,1950,BBWAA,168,126,2,N,Player,17,1
huggimi01,1950,BBWAA,168,126,2,N,Manager,13,0
meusebo01,1950,BBWAA,168,126,2,N,Player,11,0
nehfar01,1950,BBWAA,168,126,2,N,Player,18,18
theveto01,1950,BBWAA,168,126,2,N,Player,15,0
wrighgl01,1950,BBWAA,168,126,2,N,Player,11,0
covelst01,1950,BBWAA,168,126,1,N,Player,14,14
crosefr01,1950,BBWAA,168,126,1,N,Player,17,0
derripa01,1950,BBWAA,168,126,1,N,Player,16,16
ensje01,1950,BBWAA,168,126,1,N,Player,4,0
fitzsfr01,1950,BBWAA,168,126,1,N,Player,20,20
fletcar01,1950,BBWAA,168,126,1,N,Player,14,0
gelbech01,1950,BBWAA,168,126,1,N,Player,11,1
gonzami01,1950,BBWAA,168,126,1,N,Player,18,0
jonesfi01,1950,BBWAA,168,126,1,N,Player,15,0
lucasre01,1950,BBWAA,168,126,1,N,Player,16,15
luquedo01,1950,BBWAA,168,126,1,N,Player,20,20
mageesh01,1950,BBWAA,168,126,1,N,Player,17,0
marbefi01,1950,BBWAA,168,126,1,N,Player,15,15
mcinnst01,1950,BBWAA,168,126,1,N,Player,19,0
mckecbi01,1950,BBWAA,168,126,1,N,Manager,13,0
milancl01,1950,BBWAA,168,126,1,N,Player,16,0
moorejo02,1950,BBWAA,168,126,1,N,Player,12,0
moorete01,1950,BBWAA,168,126,1,N,Player,11,1
oneilst01,1950,BBWAA,168,126,1,N,Player,17,0
pruethu01,1950,BBWAA,168,126,1,N,Player,7,7
ricesa01,1950,BBWAA,168,126,1,N,Player,20,2
rommeed01,1950,BBWAA,168,126,1,N,Player,13,13
rootch01,1950,BBWAA,168,126,1,N,Player,17,17
schanwa01,1950,BBWAA,168,126,1,N,Player,19,0
selkige01,1950,BBWAA,168,126,1,N,Player,9,0
sherdbi01,1950,BBWAA,168,126,1,N,Player,17,17
southbi01,1950,BBWAA,168,126,1,N,Player,14,0
wambsbi01,1950,BBWAA,168,126,1,N,Player,13,0
wanerll01,1950,BBWAA,168,126,1,N,Player,21,0
werbebi01,1950,BBWAA,168,126,1,N,Player,12,0
woodjo02,1950,BBWAA,168,126,1,N,Player,14,11
ottme01,1951,BBWAA,226,170,197,Y,Player,22,0
foxxji01,1951,BBWAA,226,170,179,Y,Player,21,2
wanerpa01,1951,BBWAA,226,170,162,N,Player,22,0
heilmha01,1951,BBWAA,226,170,153,N,Player,17,0
terrybi01,1951,BBWAA,226,170,148,N,Player,14,0
deandi01,1951,BBWAA,226,170,145,N,Player,12,12
dickebi01,1951,BBWAA,226,170,118,N,Player,17,0
simmoal01,1951,BBWAA,226,170,116,N,Player,21,0
maranra01,1951,BBWAA,226,170,110,N,Player,23,0
lyonste01,1951,BBWAA,226,170,71,N,Player,21,21
vanceda01,1951,BBWAA,226,170,70,N,Player,18,18
greenha01,1951,BBWAA,226,170,67,N,Player,13,0
hartnga01,1951,BBWAA,226,170,57,N,Player,20,0
cronijo01,1951,BBWAA,226,170,44,N,Player,20,0
schalra01,1951,BBWAA,226,170,37,N,Player,18,0
bendech01,1951,BBWAA,226,170,35,N,Player,16,16
youngro01,1951,BBWAA,226,170,34,N,Player,10,0
careyma01,1951,BBWAA,226,170,27,N,Player,21,0
lazzeto01,1951,BBWAA,226,170,27,N,Player,15,0
gowdyha01,1951,BBWAA,226,170,26,N,Player,19,0
gomezle01,1951,BBWAA,226,170,23,N,Player,14,14
roushed01,1951,BBWAA,226,170,21,N,Player,19,0
wilsoha01,1951,BBWAA,226,170,21,N,Player,13,0
martipe01,1951,BBWAA,226,170,19,N,Player,13,2
wheatza01,1951,BBWAA,226,170,19,N,Player,19,0
kleinch01,1951,BBWAA,226,170,15,N,Player,19,0
hoytwa01,1951,BBWAA,226,170,13,N,Player,25,25
odoulle01,1951,BBWAA,226,170,13,N,Player,12,4
adamsba01,1951,BBWAA,226,170,12,N,Player,19,19
bancrda01,1951,BBWAA,226,170,9,N,Player,17,0
grimmch01,1951,BBWAA,226,170,9,N,Player,20,0
harribu01,1951,BBWAA,226,170,9,N,Manager,12,0
ruffire01,1951,BBWAA,226,170,9,N,Player,23,23
bakerfr01,1951,BBWAA,226,170,8,N,Player,13,0
cuyleki01,1951,BBWAA,226,170,8,N,Player,19,0
faberre01,1951,BBWAA,226,170,8,N,Player,20,20
mckecbi01,1951,BBWAA,226,170,8,N,Manager,13,0
stengca01,1951,BBWAA,226,170,8,N,Manager,15,0
willicy01,1951,BBWAA,226,170,7,N,Player,19,0
bottoji01,1951,BBWAA,226,170,6,N,Player,16,0
rolfere01,1951,BBWAA,226,170,6,N,Player,10,0
grimebu01,1951,BBWAA,226,170,5,N,Player,23,23
rixeyep01,1951,BBWAA,226,170,5,N,Player,21,21
woodjo02,1951,BBWAA,226,170,5,N,Player,14,11
fletcar01,1951,BBWAA,226,170,4,N,Player,14,0
jackstr01,1951,BBWAA,226,170,4,N,Player,15,0
nehfar01,1951,BBWAA,226,170,4,N,Player,18,18
schacal01,1951,BBWAA,226,170,4,N,Player,3,3
southbi01,1951,BBWAA,226,170,4,N,Player,14,0
dykesji01,1951,BBWAA,226,170,3,N,Player,22,1
hackst01,1951,BBWAA,226,170,3,N,Player,16,0
hoopeha01,1951,BBWAA,226,170,3,N,Player,17,1
kerrdi01,1951,BBWAA,226,170,3,N,Player,4,4
lombaer01,1951,BBWAA,226,170,3,N,Player,17,0
marquru01,1951,BBWAA,226,170,3,N,Player,19,19
mcinnst01,1951,BBWAA,226,170,3,N,Player,19,0
oneilst01,1951,BBWAA,226,170,3,N,Player,17,0
lewisdu01,1951,BBWAA,226,170,2,N,Player,11,1
mageesh01,1951,BBWAA,226,170,2,N,Player,17,0
scottev01,1951,BBWAA,226,170,2,N,Player,15,0
selkige01,1951,BBWAA,226,170,2,N,Player,9,0
wilsoji01,1951,BBWAA,226,170,2,N,Player,19,0
bartedi01,1951,BBWAA,226,170,1,N,Player,19,0
chandsp01,1951,BBWAA,226,170,1,N,Player,11,11
coombja01,1951,BBWAA,226,170,1,N,Player,14,14
coopewi01,1951,BBWAA,226,170,1,N,Player,16,16
daubeja01,1951,BBWAA,226,170,1,N,Player,15,0
derripa01,1951,BBWAA,226,170,1,N,Player,16,16
ehmkeho01,1951,BBWAA,226,170,1,N,Player,16,16
gelbech01,1951,BBWAA,226,170,1,N,Player,11,1
hafeych01,1951,BBWAA,226,170,1,N,Player,13,0
hardeme01,1951,BBWAA,226,170,1,N,Player,20,20
hermaba01,1951,BBWAA,226,170,1,N,Player,14,0
higgipi01,1951,BBWAA,226,170,1,N,Player,15,0
jordati01,1951,BBWAA,226,170,1,N,Player,7,0
mccarjo99,1951,BBWAA,226,170,1,N,Manager,0,0
milancl01,1951,BBWAA,226,170,1,N,Player,16,0
paigesa01,1951,BBWAA,226,170,1,N,Player,6,6
pruethu01,1951,BBWAA,226,170,1,N,Player,7,7
ricesa01,1951,BBWAA,226,170,1,N,Player,20,2
rommeed01,1951,BBWAA,226,170,1,N,Player,13,13
rudoldi01,1951,BBWAA,226,170,1,N,Player,13,13
ruelmu01,1951,BBWAA,226,170,1,N,Player,20,0
sherdbi01,1951,BBWAA,226,170,1,N,Player,17,17
wanerll01,1951,BBWAA,226,170,1,N,Player,21,0
wrighgl01,1951,BBWAA,226,170,1,N,Player,11,0
heilmha01,1952,BBWAA,234,176,203,Y,Player,17,0
wanerpa01,1952,BBWAA,234,176,195,Y,Player,22,0
terrybi01,1952,BBWAA,234,176,155,N,Player,14,0
deandi01,1952,BBWAA,234,176,152,N,Player,12,12
simmoal01,1952,BBWAA,234,176,141,N,Player,21,0
dickebi01,1952,BBWAA,234,176,139,N,Player,17,0
maranra01,1952,BBWAA,234,176,133,N,Player,23,0
vanceda01,1952,BBWAA,234,176,105,N,Player,18,18
lyonste01,1952,BBWAA,234,176,101,N,Player,21,21
hartnga01,1952,BBWAA,234,176,77,N,Player,20,0
greenha01,1952,BBWAA,234,176,75,N,Player,13,0
bendech01,1952,BBWAA,234,176,70,N,Player,16,16
cronijo01,1952,BBWAA,234,176,48,N,Player,20,0
schalra01,1952,BBWAA,234,176,44,N,Player,18,0
careyma01,1952,BBWAA,234,176,36,N,Player,21,0
gowdyha01,1952,BBWAA,234,176,34,N,Player,19,0
youngro01,1952,BBWAA,234,176,34,N,Player,10,0
martipe01,1952,BBWAA,234,176,31,N,Player,13,2
wheatza01,1952,BBWAA,234,176,30,N,Player,19,0
gomezle01,1952,BBWAA,234,176,29,N,Player,14,14
lazzeto01,1952,BBWAA,234,176,29,N,Player,15,0
stengca01,1952,BBWAA,234,176,27,N,Manager,15,0
roushed01,1952,BBWAA,234,176,24,N,Player,19,0
wilsoha01,1952,BBWAA,234,176,21,N,Player,13,0
kleinch01,1952,BBWAA,234,176,19,N,Player,19,0
odoulle01,1952,BBWAA,234,176,19,N,Player,12,4
harribu01,1952,BBWAA,234,176,12,N,Manager,12,0
hoytwa01,1952,BBWAA,234,176,12,N,Player,25,25
bancrda01,1952,BBWAA,234,176,11,N,Player,17,0
lewisdu01,1952,BBWAA,234,176,11,N,Player,11,1
cuyleki01,1952,BBWAA,234,176,10,N,Player,19,0
hardeme01,1952,BBWAA,234,176,10,N,Player,20,20
oneilst01,1952,BBWAA,234,176,10,N,Player,17,0
ruffire01,1952,BBWAA,234,176,10,N,Player,23,23
adamsba01,1952,BBWAA,234,176,9,N,Player,19,19
faberre01,1952,BBWAA,234,176,9,N,Player,20,20
grimebu01,1952,BBWAA,234,176,9,N,Player,23,23
kerrdi01,1952,BBWAA,234,176,9,N,Player,4,4
marquru01,1952,BBWAA,234,176,9,N,Player,19,19
bottoji01,1952,BBWAA,234,176,7,N,Player,16,0
wilsoji01,1952,BBWAA,234,176,7,N,Player,19,0
grimmch01,1952,BBWAA,234,176,6,N,Player,20,0
dykesji01,1952,BBWAA,234,176,5,N,Player,22,1
henrito01,1952,BBWAA,234,176,4,N,Player,11,0
rolfere01,1952,BBWAA,234,176,4,N,Player,10,0
scottev01,1952,BBWAA,234,176,4,N,Player,15,0
willicy01,1952,BBWAA,234,176,4,N,Player,19,0
hermaba01,1952,BBWAA,234,176,3,N,Player,14,0
nehfar01,1952,BBWAA,234,176,3,N,Player,18,18
rixeyep01,1952,BBWAA,234,176,3,N,Player,21,21
waltebu01,1952,BBWAA,234,176,3,N,Player,21,17
averiea01,1952,BBWAA,234,176,2,N,Player,14,0
coopewi01,1952,BBWAA,234,176,2,N,Player,16,16
lopezal01,1952,BBWAA,234,176,2,N,Manager,20,0
peckiro01,1952,BBWAA,234,176,2,N,Player,18,0
rommeed01,1952,BBWAA,234,176,2,N,Player,13,13
wanerll01,1952,BBWAA,234,176,2,N,Player,21,0
chapmbe01,1952,BBWAA,234,176,1,N,Player,19,4
combsea01,1952,BBWAA,234,176,1,N,Player,12,0
crosefr01,1952,BBWAA,234,176,1,N,Player,17,0
durocle01,1952,BBWAA,234,176,1,N,Manager,18,0
ehmkeho01,1952,BBWAA,234,176,1,N,Player,16,16
gonzami01,1952,BBWAA,234,176,1,N,Player,18,0
hafeych01,1952,BBWAA,234,176,1,N,Player,13,0
jackstr01,1952,BBWAA,234,176,1,N,Player,15,0
luquedo01,1952,BBWAA,234,176,1,N,Player,20,20
meusebo01,1952,BBWAA,234,176,1,N,Player,11,0
milancl01,1952,BBWAA,234,176,1,N,Player,16,0
pruethu01,1952,BBWAA,234,176,1,N,Player,7,7
ricesa01,1952,BBWAA,234,176,1,N,Player,20,2
ruelmu01,1952,BBWAA,234,176,1,N,Player,20,0
selkige01,1952,BBWAA,234,176,1,N,Player,9,0
southbi01,1952,BBWAA,234,176,1,N,Player,14,0
werbebi01,1952,BBWAA,234,176,1,N,Player,12,0
wrighgl01,1952,BBWAA,234,176,1,N,Player,11,0
deandi01,1953,BBWAA,264,198,209,Y,Player,12,12
simmoal01,1953,BBWAA,264,198,199,Y,Player,21,0
terrybi01,1953,BBWAA,264,198,191,N,Player,14,0
dickebi01,1953,BBWAA,264,198,179,N,Player,17,0
maranra01,1953,BBWAA,264,198,164,N,Player,23,0
vanceda01,1953,BBWAA,264,198,150,N,Player,18,18
lyonste01,1953,BBWAA,264,198,139,N,Player,21,21
dimagjo01,1953,BBWAA,264,198,117,N,Player,13,0
bendech01,1953,BBWAA,264,198,104,N,Player,16,16
hartnga01,1953,BBWAA,264,198,104,N,Player,20,0
greenha01,1953,BBWAA,264,198,80,N,Player,13,0
cronijo01,1953,BBWAA,264,198,69,N,Player,20,0
stengca01,1953,BBWAA,264,198,61,N,Manager,15,0
gowdyha01,1953,BBWAA,264,198,58,N,Player,19,0
careyma01,1953,BBWAA,264,198,55,N,Player,21,0
schalra01,1953,BBWAA,264,198,52,N,Player,18,0
martipe01,1953,BBWAA,264,198,43,N,Player,13,2
wilsoha01,1953,BBWAA,264,198,43,N,Player,13,0
gomezle01,1953,BBWAA,264,198,35,N,Player,14,14
roushed01,1953,BBWAA,264,198,32,N,Player,19,0
wheatza01,1953,BBWAA,264,198,32,N,Player,19,0
youngro01,1953,BBWAA,264,198,31,N,Player,10,0
lazzeto01,1953,BBWAA,264,198,28,N,Player,15,0
ruffire01,1953,BBWAA,264,198,24,N,Player,23,23
harribu01,1953,BBWAA,264,198,21,N,Manager,12,0
lewisdu01,1953,BBWAA,264,198,20,N,Player,11,1
marquru01,1953,BBWAA,264,198,19,N,Player,19,19
cuyleki01,1953,BBWAA,264,198,18,N,Player,19,0
adamsba01,1953,BBWAA,264,198,17,N,Player,19,19
hoytwa01,1953,BBWAA,264,198,14,N,Player,25,25
kerrdi01,1953,BBWAA,264,198,13,N,Player,4,4
oneilst01,1953,BBWAA,264,198,13,N,Player,17,0
odoulle01,1953,BBWAA,264,198,11,N,Player,12,4
bancrda01,1953,BBWAA,264,198,10,N,Player,17,0
bottoji01,1953,BBWAA,264,198,10,N,Player,16,0
henrito01,1953,BBWAA,264,198,10,N,Player,11,0
waltebu01,1953,BBWAA,264,198,10,N,Player,21,17
wilsoji01,1953,BBWAA,264,198,10,N,Player,19,0
coopewi01,1953,BBWAA,264,198,9,N,Player,16,16
faberre01,1953,BBWAA,264,198,9,N,Player,20,20
grimebu01,1953,BBWAA,264,198,9,N,Player,23,23
grimmch01,1953,BBWAA,264,198,9,N,Player,20,0
hardeme01,1953,BBWAA,264,198,8,N,Player,20,20
ruelmu01,1953,BBWAA,264,198,8,N,Player,20,0
dykesji01,1953,BBWAA,264,198,5,N,Player,22,1
rolfere01,1953,BBWAA,264,198,5,N,Player,10,0
scottev01,1953,BBWAA,264,198,5,N,Player,15,0
haineje01,1953,BBWAA,264,198,4,N,Player,19,19
nehfar01,1953,BBWAA,264,198,4,N,Player,18,18
willicy01,1953,BBWAA,264,198,4,N,Player,19,0
combsea01,1953,BBWAA,264,198,3,N,Player,12,0
ehmkeho01,1953,BBWAA,264,198,3,N,Player,16,16
ricesa01,1953,BBWAA,264,198,3,N,Player,20,2
rixeyep01,1953,BBWAA,264,198,3,N,Player,21,21
wrighgl01,1953,BBWAA,264,198,3,N,Player,11,0
applilu01,1953,BBWAA,264,198,2,N,Player,20,0
doerrbo01,1953,BBWAA,264,198,2,N,Player,14,0
hafeych01,1953,BBWAA,264,198,2,N,Player,13,0
hermaba01,1953,BBWAA,264,198,2,N,Player,14,0
jackstr01,1953,BBWAA,264,198,2,N,Player,15,0
lopezal01,1953,BBWAA,264,198,2,N,Manager,20,0
peckiro01,1953,BBWAA,264,198,2,N,Player,18,0
southbi01,1953,BBWAA,264,198,2,N,Player,14,0
altroni01,1953,BBWAA,264,198,1,N,Player,21,18
bushdo01,1953,BBWAA,264,198,1,N,Player,17,0
gonzami01,1953,BBWAA,264,198,1,N,Player,18,0
kellech01,1953,BBWAA,264,198,1,N,Player,13,0
klingjo01,1953,BBWAA,264,198,1,N,Player,14,0
langebi01,1953,BBWAA,264,198,1,N,Player,7,0
luquedo01,1953,BBWAA,264,198,1,N,Player,20,20
mccarjo99,1953,BBWAA,264,198,1,N,Manager,0,0
milancl01,1953,BBWAA,264,198,1,N,Player,16,0
moorete01,1953,BBWAA,264,198,1,N,Player,11,1
olearch01,1953,BBWAA,264,198,1,N,Player,11,0
pruethu01,1953,BBWAA,264,198,1,N,Player,7,7
roberda01,1953,BBWAA,264,198,1,N,Player,11,0
rommeed01,1953,BBWAA,264,198,1,N,Player,13,13
schaege01,1953,BBWAA,264,198,1,N,Player,16,2
selkige01,1953,BBWAA,264,198,1,N,Player,9,0
sherdbi01,1953,BBWAA,264,198,1,N,Player,17,17
streega01,1953,BBWAA,264,198,1,N,Player,10,0
vaughar01,1953,BBWAA,264,198,1,N,Player,14,0
wambsbi01,1953,BBWAA,264,198,1,N,Player,13,0
barroed99,1953,Veterans,,,,Y,Pioneer/Executive,0,0
bendech01,1953,Veterans,,,,Y,Player,16,16
connoto99,1953,Veterans,,,,Y,Umpire,0,0
klembi99,1953,Veterans,,,,Y,Umpire,0,0
wallabo01,1953,Veterans,,,,Y,Player,25,4
wrighha01,1953,Veterans,,,,Y,Pioneer/Executive,7,4
maranra01,1954,BBWAA,252,189,209,Y,Player,23,0
dickebi01,1954,BBWAA,252,189,202,Y,Player,17,0
terrybi01,1954,BBWAA,252,189,195,Y,Player,14,0
dimagjo01,1954,BBWAA,252,189,175,N,Player,13,0
lyonste01,1954,BBWAA,252,189,170,N,Player,21,21
vanceda01,1954,BBWAA,252,189,158,N,Player,18,18
hartnga01,1954,BBWAA,252,189,151,N,Player,20,0
greenha01,1954,BBWAA,252,189,97,N,Player,13,0
cronijo01,1954,BBWAA,252,189,85,N,Player,20,0
careyma01,1954,BBWAA,252,189,55,N,Player,21,0
schalra01,1954,BBWAA,252,189,54,N,Player,18,0
roushed01,1954,BBWAA,252,189,52,N,Player,19,0
gowdyha01,1954,BBWAA,252,189,51,N,Player,19,0
wilsoha01,1954,BBWAA,252,189,48,N,Player,13,0
gomezle01,1954,BBWAA,252,189,38,N,Player,14,14
youngro01,1954,BBWAA,252,189,34,N,Player,10,0
wheatza01,1954,BBWAA,252,189,33,N,Player,19,0
lazzeto01,1954,BBWAA,252,189,30,N,Player,15,0
ruffire01,1954,BBWAA,252,189,29,N,Player,23,23
cuyleki01,1954,BBWAA,252,189,20,N,Player,19,0
lewisdu01,1954,BBWAA,252,189,20,N,Player,11,1
bottoji01,1954,BBWAA,252,189,16,N,Player,16,0
marquru01,1954,BBWAA,252,189,15,N,Player,19,19
hoytwa01,1954,BBWAA,252,189,14,N,Player,25,25
adamsba01,1954,BBWAA,252,189,13,N,Player,19,19
kerrdi01,1954,BBWAA,252,189,13,N,Player,4,4
faberre01,1954,BBWAA,252,189,12,N,Player,20,20
kleinch01,1954,BBWAA,252,189,11,N,Player,19,0
bancrda01,1954,BBWAA,252,189,10,N,Player,17,0
ricesa01,1954,BBWAA,252,189,9,N,Player,20,2
wilsoji01,1954,BBWAA,252,189,8,N,Player,19,0
coopewi01,1954,BBWAA,252,189,7,N,Player,16,16
nehfar01,1954,BBWAA,252,189,7,N,Player,18,18
haineje01,1954,BBWAA,252,189,6,N,Player,19,19
rixeyep01,1954,BBWAA,252,189,5,N,Player,21,21
ruelmu01,1954,BBWAA,252,189,5,N,Player,20,0
ehmkeho01,1954,BBWAA,252,189,4,N,Player,16,16
scottev01,1954,BBWAA,252,189,4,N,Player,15,0
wambsbi01,1954,BBWAA,252,189,4,N,Player,13,0
willicy01,1954,BBWAA,252,189,4,N,Player,19,0
milancl01,1954,BBWAA,252,189,3,N,Player,16,0
altroni01,1954,BBWAA,252,189,2,N,Player,21,18
hafeych01,1954,BBWAA,252,189,2,N,Player,13,0
vaughar01,1954,BBWAA,252,189,2,N,Player,14,0
bluegos01,1954,BBWAA,252,189,1,N,Player,18,0
bluelu01,1954,BBWAA,252,189,1,N,Player,13,0
gosligo01,1954,BBWAA,252,189,1,N,Player,19,0
grohhe01,1954,BBWAA,252,189,1,N,Player,17,0
hermaba01,1954,BBWAA,252,189,1,N,Player,14,0
jackstr01,1954,BBWAA,252,189,1,N,Player,15,0
peckiro01,1954,BBWAA,252,189,1,N,Player,18,0
seweljo01,1954,BBWAA,252,189,1,N,Player,14,0
wrighgl01,1954,BBWAA,252,189,1,N,Player,11,0
dimagjo01,1955,BBWAA,251,189,223,Y,Player,13,0
lyonste01,1955,BBWAA,251,189,217,Y,Player,21,21
vanceda01,1955,BBWAA,251,189,205,Y,Player,18,18
hartnga01,1955,BBWAA,251,189,195,Y,Player,20,0
greenha01,1955,BBWAA,251,189,157,N,Player,13,0
cronijo01,1955,BBWAA,251,189,135,N,Player,20,0
careyma01,1955,BBWAA,251,189,119,N,Player,21,0
schalra01,1955,BBWAA,251,189,113,N,Player,18,0
roushed01,1955,BBWAA,251,189,97,N,Player,19,0
gowdyha01,1955,BBWAA,251,189,90,N,Player,19,0
wilsoha01,1955,BBWAA,251,189,81,N,Player,13,0
gomezle01,1955,BBWAA,251,189,71,N,Player,14,14
lazzeto01,1955,BBWAA,251,189,66,N,Player,15,0
ruffire01,1955,BBWAA,251,189,60,N,Player,23,23
wheatza01,1955,BBWAA,251,189,51,N,Player,19,0
youngro01,1955,BBWAA,251,189,48,N,Player,10,0
cuyleki01,1955,BBWAA,251,189,35,N,Player,19,0
marquru01,1955,BBWAA,251,189,35,N,Player,19,19
lewisdu01,1955,BBWAA,251,189,34,N,Player,11,1
hoytwa01,1955,BBWAA,251,189,33,N,Player,25,25
ricesa01,1955,BBWAA,251,189,28,N,Player,20,2
faberre01,1955,BBWAA,251,189,27,N,Player,20,20
bottoji01,1955,BBWAA,251,189,26,N,Player,16,0
kerrdi01,1955,BBWAA,251,189,25,N,Player,4,4
kleinch01,1955,BBWAA,251,189,25,N,Player,19,0
adamsba01,1955,BBWAA,251,189,24,N,Player,19,19
bancrda01,1955,BBWAA,251,189,19,N,Player,17,0
wilsoji01,1955,BBWAA,251,189,13,N,Player,19,0
coopewi01,1955,BBWAA,251,189,11,N,Player,16,16
ruelmu01,1955,BBWAA,251,189,11,N,Player,20,0
haineje01,1955,BBWAA,251,189,10,N,Player,19,19
rixeyep01,1955,BBWAA,251,189,8,N,Player,21,21
scottev01,1955,BBWAA,251,189,8,N,Player,15,0
gosligo01,1955,BBWAA,251,189,7,N,Player,19,0
nehfar01,1955,BBWAA,251,189,7,N,Player,18,18
milancl01,1955,BBWAA,251,189,6,N,Player,16,0
grohhe01,1955,BBWAA,251,189,5,N,Player,17,0
hermaba01,1955,BBWAA,251,189,5,N,Player,14,0
jackstr01,1955,BBWAA,251,189,5,N,Player,15,0
wambsbi01,1955,BBWAA,251,189,5,N,Player,13,0
hafeych01,1955,BBWAA,251,189,4,N,Player,13,0
vaughar01,1955,BBWAA,251,189,4,N,Player,14,0
wrighgl01,1955,BBWAA,251,189,4,N,Player,11,0
applilu01,1955,BBWAA,251,189,3,N,Player,20,0
