amoledo01,1897,1,BLN,NL,0,6,7,5,4,0,0,148,83,43,0,22,11,0.0,7.84,0,2,6,0,253,1,57,0,0,0
amorvi01,1955,1,CHN,NL,1,2,9,4,1,0,0,82,39,18,2,10,9,0.34,5.93,1,0,2,0,130,2,19,0,0,0
anckewa01,1915,1,PHA,AL,0,0,4,1,0,0,0,53,19,7,1,17,4,0.27,3.57,0,2,3,0,88,3,10,0,0,0
anderal02,1986,1,MIN,AL,5,11,29,22,2,0,0,403,148,74,24,42,51,0.281,4.96,4,3,5,0,584,4,82,4,6,9
anderbi01,1925,1,BSN,NL,0,0,2,0,0,0,0,8,5,3,0,2,1,0.5,10.13,0,0,0,0,14,2,3,0,0,0
anderbo01,1957,1,CHN,NL,3,1,32,3,0,0,0,180,58,22,5,21,38,0.25,3.3,2,4,6,0,260,15,28,0,0,0
anderbr02,1993,1,CAL,AL,1,2,6,6,0,0,0,92,39,23,7,4,17,0.305,6.75,1,0,0,1,133,0,24,0,1,2
anderbr04,2009,1,OAK,AL,2,2,7,7,0,0,0,100,39,19,3,9,22,0.302,5.13,0,1,0,0,140,0,19,0,2,5
anderbu01,1982,1,CLE,AL,1,6,39,1,0,0,7,205,64,31,8,32,32,0.255,4.08,6,4,0,0,290,27,34,5,2,10
anderch01,2014,1,ARI,NL,12,4,25,25,0,0,0,424,113,43,14,41,133,0.22,2.74,1,0,7,0,569,0,47,5,2,11
anderco01,2015,1,CLE,AL,2,5,19,9,0,0,0,182,85,45,13,13,54,0.333,6.68,3,5,1,0,270,2,45,0,1,4
andercr01,1961,1,SLN,NL,0,1,4,1,0,0,0,39,21,8,0,3,5,0.38,5.54,0,0,0,0,61,1,9,0,0,0
anderda01,1889,1,PHI,NL,2,11,13,13,13,0,0,324,116,56,2,49,41,0.0,4.67,0,4,7,0,493,0,84,0,0,0
anderdr02,2017,1,PHI,NL,0,0,2,0,0,0,0,7,6,6,0,1,2,0.5,23.14,0,0,0,0,14,1,7,0,1,0
anderfr01,1909,1,BOS,AL,4,2,18,4,2,1,3,212,62,21,1,17,24,0.24,2.67,0,1,2,0,286,10,27,0,0,0
anderja01,2003,1,NYA,AL,1,0,3,0,0,0,0,17,4,5,0,7,2,0.2,7.94,1,0,0,0,27,1,5,0,0,1
anderji02,1999,1,PIT,NL,0,0,5,0,0,0,0,18,10,4,0,3,3,0.4,6.0,0,1,0,0,28,2,4,0,0,3
anderjo02,1958,1,PHI,NL,0,0,10,0,0,0,0,53,26,10,1,3,6,0.33,5.09,1,1,0,0,81,1,12,0,0,0
anderla01,1974,1,ML4,AL,1,3,6,0,0,0,0,26,10,9,1,15,7,0.286,9.35,4,4,0,0,54,4,10,3,1,0
anderla02,1975,1,CLE,AL,1,2,29,0,0,0,0,98,33,16,2,15,27,0.256,4.41,3,0,0,0,147,11,20,3,0,3
anderma01,1998,1,DET,AL,0,0,12,0,0,0,0,30,19,14,3,11,4,0.404,12.6,0,0,2,0,62,6,17,1,1,1
andermi01,1979,1,PHI,NL,0,0,1,0,0,0,0,3,2,0,0,0,2,0.4,0.0,0,0,0,0,5,1,0,0,0,0
andermi02,1993,1,CIN,NL,0,0,3,0,0,0,0,16,12,11,3,3,4,0.444,18.56,0,0,0,0,30,0,11,0,0,1
anderre01,1937,1,WS1,AL,4,6,32,6,1,0,0,336,127,52,7,53,34,0.29,4.18,0,2,3,0,499,5,69,0,0,0
anderri01,1979,1,NYA,AL,0,0,5,2,0,0,0,29,8,4,1,10,7,0.229,3.72,2,1,0,0,46,3,5,1,0,1
anderri02,1986,1,NYN,NL,2,1,7,3,0,0,0,102,41,16,3,9,9,0.308,4.24,2,1,1,0,147,0,17,1,3,2
andersc01,1987,1,TEX,AL,1,0,6,4,0,0,0,76,29,15,3,8,6,0.29,5.33,0,0,1,0,109,0,15,0,0,3
anderty01,2016,1,COL,NL,6,6,17,15,0,0,0,258,88,46,16,26,81,0.269,4.81,0,6,2,2,362,1,48,5,2,8
anderva01,1889,1,IN3,NL,0,1,2,2,1,0,0,27,23,13,0,3,0,0.0,13.0,0,1,0,0,52,0,16,0,0,0
anderwa01,1917,1,PHA,AL,1,0,3,0,0,0,0,42,13,6,0,8,10,0.24,3.86,0,0,1,0,90,3,10,0,0,0
anderwi01,1910,1,CIN,NL,0,0,7,2,0,0,0,52,16,9,0,17,11,0.25,4.67,0,1,1,0,80,5,15,0,0,0
andrast01,2006,1,KCA,AL,0,0,4,0,0,0,0,14,5,5,0,4,5,0.278,9.64,0,1,0,0,23,2,5,1,0,0
andrecl01,2000,1,TOR,AL,1,2,8,2,0,0,0,62,34,23,6,9,12,0.374,10.02,0,0,0,1,102,1,23,1,1,1
andreel01,1925,1,PHA,AL,0,0,6,0,0,0,0,24,12,9,0,11,0,0.37,10.13,0,0,0,0,44,2,12,0,0,0
andrehu01,1947,1,NY1,NL,0,0,1,0,0,0,0,9,3,0,0,0,0,0.3,0.0,0,0,0,0,10,0,1,0,0,0
andreiv01,1931,1,NYA,AL,1,3,19,1,1,0,1,144,51,16,3,17,13,0.26,3.0,0,0,0,0,210,12,25,0,0,0
andrejo01,1955,1,CHN,NL,0,1,22,3,0,0,1,135,45,29,7,28,19,0.25,5.8,4,1,1,0,207,5,34,0,0,0
andrejo02,1973,1,SLN,NL,1,1,16,0,0,0,0,55,16,9,3,11,5,0.235,4.42,1,3,0,0,80,2,10,1,0,3
andrena01,1937,1,SLN,NL,1,0,3,2,0,0,0,36,17,8,2,4,5,0.36,6.0,0,0,0,0,53,0,9,0,0,0
andrima01,2015,1,TBA,AL,5,5,18,17,0,0,1,258,90,43,16,28,76,0.264,4.5,1,3,4,2,374,1,48,0,1,6
andrufr01,1884,1,CHN,NL,1,0,1,1,1,0,0,27,11,2,1,2,2,0.0,2.0,0,0,0,0,39,0,3,0,0,0
andujjo01,1976,1,HOU,NL,2,5,23,10,0,0,0,236,94,35,9,21,35,0.297,4.0,5,0,5,3,351,4,43,4,4,4
andujlu01,1995,1,CHA,AL,0,0,5,0,0,0,0,17,12,6,0,2,1,0.429,9.53,0,1,0,0,30,3,6,0,0,0
angelno01,1972,1,KCA,AL,0,0,7,0,0,0,1,11,2,2,0,7,3,0.182,4.91,0,0,0,0,19,3,2,1,1,0
ankieri01,1999,1,SLN,NL,1,0,5,0,0,0,0,30,10,6,2,1,9,0.256,5.4,0,1,2,0,43,0,6,1,0,0
annade01,2014,1,NYA,AL,0,0,1,0,0,0,0,3,3,2,0,0,0,0.5,18.0,0,0,0,0,6,1,2,0,0,0
ansonca01,1883,1,CHN,NL,0,1,1,0,0,0,0,3,3,2,2,1,1,0.0,18.0,0,0,0,0,9,1,4,0,0,0
antoldu01,2016,1,TOR,AL,0,0,1,0,0,0,0,6,4,3,1,1,1,0.4,13.5,0,0,0,0,11,0,3,0,0,0
antonjo02,1948,1,BSN,NL,1,0,9,0,0,0,0,32,16,9,2,3,8,0.34,7.59,0,0,0,0,51,4,9,0,0,0
aokino01,2017,1,HOU,AL,0,0,1,0,0,0,0,3,1,3,0,2,0,0.333,27.0,0,0,0,0,6,1,3,0,1,0
apodabo01,1973,1,NYN,NL,4,8,59,0,0,0,5,252,83,32,7,30,53,0.255,3.43,11,2,1,1,367,27,38,8,2,5
apontlu01,1980,1,BOS,AL,1,0,25,0,0,0,0,151,53,23,5,15,25,0.269,4.11,0,3,1,1,218,14,25,4,1,3
appieke01,1989,1,KCA,AL,0,1,2,2,0,0,0,12,7,6,0,3,2,0.368,13.5,0,2,0,0,22,0,8,0,0,0
appleed01,1915,1,BRO,NL,1,2,14,3,1,0,1,141,49,16,1,18,14,0.27,3.06,0,1,1,0,205,2,25,0,0,0
applefr01,1904,1,PHA,AL,1,2,3,3,3,0,0,63,29,15,0,8,12,0.32,6.43,0,1,1,0,102,0,18,0,0,0
applepe01,1927,1,CIN,NL,1,0,6,2,1,0,1,64,16,8,1,11,12,0.21,3.38,0,0,0,0,88,2,8,0,0,0
aquingr01,2004,1,ARI,NL,1,2,10,0,0,0,0,48,13,8,1,15,11,0.228,4.5,3,3,0,0,74,3,8,0,2,1
aquinja01,2016,1,BAL,AL,1,2,4,2,0,0,0,40,15,11,4,6,13,0.268,7.43,0,1,0,0,62,1,12,0,0,0
