,Year,Stint,TeamID,LgId,W,L,G,GS,CG,SHO,SV,IPO,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BF,GF,R
KizukAt95,2005,1,YBS,NL,6,5,58,0,0,0,0,155,44,14,4,11,35,0.239,2.44,0,0,3,1,203,16,14
knighbr01,2005,1,NHF,AL,0,2,8,2,0,0,0,34,20,14,3,7,14,0.37,11.12,0,1,1,0,62,4,18
KobayHi96,2005,1,RAK,AL,0,1,3,1,0,0,0,10,9,6,2,0,3,0.474,16.2,0,0,0,0,19,1,6
KobayHi97,2005,1,LOT,AL,12,6,23,19,4,1,0,482,157,59,14,28,129,0.253,3.3,1,6,6,0,666,0,60
KobayKa95,2005,1,HIR,NL,0,0,2,0,0,0,0,7,2,1,1,0,2,0.25,3.86,0,0,0,0,8,0,1
KobayMa80,2005,1,CHU,NL,0,0,4,0,0,0,0,14,5,4,1,1,6,0.278,7.71,0,0,1,0,21,2,4
kobayma01,2005,1,LOT,AL,2,2,46,0,0,0,29,136,49,13,6,9,33,0.282,2.58,1,0,1,0,186,43,14
KoikeHi95,2005,1,RAK,AL,0,0,11,0,0,0,0,23,12,6,0,4,4,0.343,7.04,0,2,1,0,42,3,7
KojimSh80,2005,1,HIR,NL,0,0,2,2,0,0,0,24,8,5,1,6,5,0.258,5.63,0,0,0,0,37,0,5
komiysa01,2005,1,LOT,AL,0,0,23,0,0,0,1,121,52,17,5,5,22,0.31,3.79,0,0,0,0,176,10,20
KondoKa96,2005,1,ORX,AL,0,0,7,0,0,0,0,26,9,4,3,3,8,0.273,4.15,0,0,1,0,38,5,4
KongoHi80,2005,1,CHU,NL,0,0,9,0,0,0,0,33,14,11,4,7,6,0.311,9,0,2,1,0,53,3,11
KoyamSh95,2005,1,RAK,AL,1,2,30,0,0,0,0,126,39,21,8,25,46,0.25,4.5,2,5,0,0,186,14,22
KroonMa80,2005,1,YBS,NL,3,2,55,0,0,0,26,160,42,16,2,23,61,0.216,2.7,1,1,0,0,222,43,18
KubotTo95,2005,1,HAN,NL,5,4,68,0,0,0,27,242,73,19,8,15,97,0.239,2.12,2,5,2,0,330,63,20
KuboYa80,2005,1,LOT,AL,10,3,19,13,5,3,0,365,120,46,13,26,84,0.257,3.4,0,5,6,0,506,0,52
KuboYu96,2005,1,YOM,NL,7,4,64,1,0,0,7,236,82,30,8,27,67,0.27,3.43,10,3,7,0,346,23,32
KudoKi95,2005,1,YOM,NL,11,9,24,23,1,0,0,408,159,71,26,44,130,0.296,4.7,3,4,1,0,595,0,73
KuranSh95,2005,1,FSH,AL,1,1,15,4,0,0,0,91,39,21,4,7,11,0.317,6.23,0,0,2,0,136,4,23
kurodhi01,2005,1,HIR,NL,15,12,29,17,11,1,0,638,183,75,17,42,165,0.233,3.17,2,7,7,0,852,0,76
KurokTo96,2005,1,LOT,AL,2,1,3,3,0,0,0,53,21,9,3,3,9,0.3,4.58,0,1,2,0,78,0,9
kuwatma01,2005,1,YOM,NL,0,7,12,12,0,0,0,149,65,40,7,23,34,0.317,7.25,2,4,5,0,238,0,43
LeeCo80,2005,1,NHF,AL,3,4,9,9,0,0,0,166,51,21,6,18,29,0.25,3.42,0,2,1,2,228,0,22
MaedaYu95,2005,1,YOM,NL,0,0,50,0,0,0,0,186,67,32,9,18,58,0.278,4.65,6,2,1,0,269,9,35
MaekaKa95,2005,1,HAN,NL,0,0,2,1,0,0,0,11,3,1,0,5,2,0.214,2.45,0,0,0,0,19,1,1
MaharTa95,2005,1,FSH,AL,6,6,42,5,1,0,22,228,70,26,4,33,68,0.243,3.08,3,3,4,0,332,33,31
MakinRu95,2005,1,HAN,NL,0,0,2,0,0,0,0,6,2,2,2,3,2,0.286,9,0,0,0,0,11,1,2
MartiLu80,2005,1,CHU,NL,8,4,18,18,0,0,0,328,109,41,12,28,88,0.265,3.38,0,4,4,2,455,0,45
MaruyTa80,2005,1,YAK,NL,0,0,2,1,0,0,0,19,4,4,2,0,6,0.174,5.68,0,0,2,0,25,1,4
MatsuAk95,2005,1,FSH,AL,0,0,9,0,0,0,0,35,15,5,0,3,7,0.341,3.86,0,0,0,0,49,3,5
matsuda01,2005,1,SEI,AL,14,13,28,13,15,3,0,645,172,55,13,49,226,0.216,2.3,0,9,10,0,868,0,63
MatsuKe80,2005,1,YAK,NL,1,2,4,4,0,0,0,71,22,10,4,3,12,0.253,3.8,0,1,0,0,92,0,10
MiadiJo80,2005,1,YOM,NL,0,0,15,0,0,0,0,64,22,17,3,14,29,0.265,7.17,1,4,1,1,101,2,17
MicelDa01,2005,1,YOM,NL,0,2,4,0,0,0,0,8,9,7,3,2,3,0.529,23.63,1,1,0,0,19,2,7
MikiHi80,2005,1,YOM,NL,0,0,4,0,0,0,0,12,7,5,0,6,3,0.389,11.25,0,0,1,0,25,0,5
MirabCa95,2005,1,NHF,AL,0,3,3,3,0,0,0,49,22,14,2,8,10,0.314,7.71,0,0,3,0,82,0,16
MisawKo95,2005,1,YAK,NL,0,0,2,0,0,0,0,6,8,6,1,0,1,0.571,27,0,0,0,0,14,2,6
MiseKo95,2005,1,FSH,AL,2,2,54,0,0,0,18,137,30,24,8,20,45,0.184,4.73,1,0,7,0,191,31,24
MitsuAt80,2005,1,ORX,AL,7,4,17,15,1,1,0,269,112,51,11,33,49,0.304,5.12,0,0,5,0,412,1,59
MitsuKo95,2005,1,SEI,AL,1,2,28,2,0,0,0,120,43,22,5,13,42,0.285,4.95,0,1,3,0,174,6,22
MiuraDa95,2005,1,YBS,NL,12,9,28,18,10,2,0,644,168,60,20,52,177,0.215,2.52,2,4,4,0,856,0,68
MiyakAk95,2005,1,SEI,AL,4,1,21,5,0,0,0,183,47,19,9,17,47,0.207,2.8,1,3,1,0,247,2,23
MoriCh80,2005,1,HIR,NL,0,2,15,1,0,0,0,64,24,13,3,9,18,0.289,5.48,0,3,1,0,98,2,16
MoriSh97,2005,1,SEI,AL,2,2,48,0,0,0,5,147,44,23,5,19,60,0.235,4.22,0,0,3,0,214,17,24
MotoyKa95,2005,1,ORX,AL,0,1,12,3,0,0,1,77,20,4,3,2,14,0.22,1.4,0,0,0,0,95,6,4
mullesc01,2005,1,YOM,NL,6,8,22,16,1,1,0,282,118,65,14,29,80,0.316,6.22,0,2,2,0,413,1,70
MuranTe95,2005,1,YBS,NL,0,0,4,0,0,0,0,14,6,5,0,4,0,0.286,9.64,0,0,1,0,26,1,7
MyettAa80,2005,1,RAK,AL,0,0,3,0,0,0,0,13,8,10,2,3,3,0.421,20.77,0,1,1,0,24,3,10
NagakKa95,2005,1,HIR,NL,3,5,57,0,0,0,2,207,72,24,2,33,79,0.268,3.13,2,6,3,0,311,17,30
NakamHa95,2005,1,YOM,NL,0,1,6,0,0,0,0,20,12,5,0,5,5,0.414,6.75,3,1,1,0,38,2,5
NakamMi80,2005,1,NHF,AL,3,0,32,0,0,0,1,140,32,12,2,8,47,0.195,2.31,1,1,2,0,175,9,12
NakamYa95,2005,1,HAN,NL,0,0,2,0,0,0,0,9,3,3,0,5,4,0.25,9,0,0,0,0,17,0,3
NakatKe80,2005,1,CHU,NL,8,3,15,13,0,0,0,260,81,35,7,30,60,0.245,3.63,2,2,6,1,371,0,36
NakazAt95,2005,1,CHU,NL,1,1,2,1,0,0,0,12,3,2,1,2,3,0.188,4.5,0,0,0,0,18,0,2
NasunTa80,2005,1,YBS,NL,1,2,8,4,0,0,0,66,32,20,5,12,16,0.337,8.18,0,1,0,0,109,2,22
NibeSa95,2005,1,HIR,NL,0,0,7,0,0,0,0,10,6,4,0,4,2,0.4,10.8,0,0,0,0,20,1,4
NishiFu96,2005,1,SEI,AL,17,5,25,22,3,1,0,516,157,53,13,34,137,0.245,2.77,0,5,9,0,701,0,55
NishiKe95,2005,1,YOM,NL,2,4,12,7,0,0,0,118,54,25,5,13,23,0.333,5.72,0,2,1,0,182,2,25
NogucSh95,2005,1,CHU,NL,3,6,13,12,1,1,0,216,71,32,8,26,57,0.268,4,1,3,4,0,300,0,33
NohmiAt80,2005,1,HAN,NL,4,1,16,11,1,0,0,194,78,40,10,27,64,0.302,5.57,0,3,1,0,293,1,40
NomagTa95,2005,1,YOM,NL,4,3,9,8,1,0,0,143,51,35,12,17,32,0.276,6.61,0,2,0,0,210,0,36
OchiaEi95,2005,1,CHU,NL,2,1,31,6,0,0,0,143,64,25,6,10,27,0.328,4.72,0,0,1,0,210,7,26
OgasaTa95,2005,1,CHU,NL,0,3,5,5,0,0,0,48,27,13,4,3,12,0.38,7.31,0,1,2,0,78,0,13
OguraHi95,2005,1,RAK,AL,1,2,15,0,0,0,0,52,25,15,3,8,10,0.352,7.79,0,0,0,0,83,6,16
OhshiTa80,2005,1,HIR,NL,2,2,7,6,0,0,0,81,33,25,4,16,22,0.297,8.33,0,1,3,0,130,0,25
okajihi01,2005,1,YOM,NL,1,0,42,0,0,0,0,159,55,28,10,19,56,0.271,4.75,0,1,4,0,231,18,31
OkamoAk95,2005,1,SEI,AL,0,1,3,1,0,0,0,16,13,12,3,7,4,0.464,20.25,0,0,0,0,36,2,14
OkamoKa95,2005,1,FSH,AL,1,0,14,0,0,0,0,45,15,8,2,2,16,0.254,4.8,0,0,0,0,63,2,9
OkamoSh95,2005,1,CHU,NL,10,3,57,0,0,0,1,189,60,22,4,30,65,0.253,3.14,2,3,2,0,272,12,22
OkuboMa96,2005,1,ORX,AL,2,2,39,0,0,0,22,118,30,7,1,9,40,0.213,1.6,2,2,1,0,154,34,8
OnodeCh95,2005,1,SEI,AL,1,2,30,0,0,0,0,126,50,20,5,11,30,0.298,4.29,0,0,1,0,184,17,21
OnoSh95,2005,1,LOT,AL,10,4,24,15,2,0,0,336,106,35,9,18,55,0.251,2.81,0,1,5,0,452,0,39
OnumaKo95,2005,1,SEI,AL,5,7,31,6,1,0,1,209,80,48,15,41,59,0.279,6.2,0,4,2,1,331,12,55
OsadaSh95,2005,1,SEI,AL,0,0,9,0,0,0,0,44,18,15,6,11,11,0.31,9.2,0,1,0,0,71,2,15
OshimTa96,2005,1,NHF,AL,0,1,11,3,0,0,0,88,46,22,6,13,18,0.371,6.75,1,2,0,0,139,3,25
OtakeKa95,2005,1,HIR,NL,10,12,28,28,0,0,0,485,171,101,22,87,161,0.276,5.62,1,9,7,4,734,0,110
OyamaYa95,2005,1,HIR,NL,6,11,18,14,4,2,0,347,130,60,17,33,86,0.281,4.67,1,0,9,0,514,0,67
parrajo01,2005,1,ORX,AL,4,2,8,7,0,0,0,99,38,15,2,9,20,0.304,4.09,0,1,1,0,137,0,16
powelje01,2005,1,ORX,AL,14,12,28,23,5,2,0,600,201,78,20,55,160,0.264,3.51,0,1,10,0,839,0,86
rathga01,2005,1,RAK,AL,3,9,23,16,0,0,0,273,118,64,10,28,57,0.317,6.33,2,3,2,5,417,1,68
RayboKe80,2005,1,HIR,NL,3,5,11,10,1,1,0,192,64,36,7,38,41,0.26,5.06,1,5,4,0,295,0,42
RomanMi80,2005,1,HIR,NL,5,4,27,8,0,0,1,220,65,37,12,36,48,0.236,4.54,1,4,1,4,320,7,39
SaitoKa96,2005,1,FSH,AL,16,1,22,18,4,1,0,471,135,51,14,41,129,0.234,2.92,0,5,10,0,636,0,54
saitota01,2005,1,YBS,NL,3,4,21,16,0,0,0,318,111,45,12,29,93,0.272,3.82,1,2,7,0,457,1,50
SajikMa95,2005,1,HAN,NL,1,0,26,0,0,0,0,118,40,16,6,12,35,0.267,3.66,0,1,3,0,169,10,20
SakaiJu95,2005,1,YOM,NL,0,1,9,1,0,0,0,39,23,16,6,3,7,0.397,11.08,0,1,0,0,63,5,16
SakamYa95,2005,1,YAK,NL,1,2,5,1,0,0,0,30,14,10,2,3,7,0.333,9,0,1,1,0,46,1,10
SakumMa95,2005,1,HAN,NL,0,0,1,0,0,0,0,3,4,4,0,1,0,0.667,36,0,0,0,0,8,0,4
SanadHi95,2005,1,YOM,NL,1,0,4,0,0,0,0,23,14,8,1,3,1,0.389,9.39,0,2,2,0,41,2,9
sasakka01,2005,1,YBS,NL,0,3,9,0,0,0,4,18,11,6,2,2,5,0.379,9,0,0,0,0,31,8,6
SasakKi96,2005,1,NHF,AL,0,0,6,0,0,0,0,29,7,3,0,9,8,0.206,2.79,0,0,0,0,43,1,3
SasaoSh95,2005,1,HIR,NL,1,6,30,8,0,0,0,162,75,38,14,19,37,0.338,6.33,0,2,0,0,246,10,44
SatakKe95,2005,1,HIR,NL,0,1,50,0,0,0,0,109,51,24,6,21,30,0.333,5.94,0,1,1,0,179,7,28
SatoHi80,2005,1,YOM,NL,0,1,20,0,0,0,0,55,29,14,4,7,17,0.354,6.87,0,0,0,0,91,7,14
SatoMa95,2005,1,FSH,AL,2,0,27,0,0,0,1,78,32,10,1,9,13,0.311,3.46,0,2,2,0,116,9,10
SatoMa99,2005,1,YAK,NL,0,0,32,0,0,0,0,77,25,9,1,9,27,0.26,3.16,0,0,1,0,108,9,9
SatoMi97,2005,1,CHU,NL,1,1,3,3,0,0,0,48,17,10,2,6,11,0.27,5.63,1,1,0,0,71,0,10
SawazTo95,2005,1,HIR,NL,0,0,2,0,0,0,0,4,1,0,0,0,1,0.2,0,0,0,0,0,5,1,0
serafda01,2005,1,LOT,AL,11,4,27,20,2,0,0,454,137,49,12,56,117,0.248,2.91,3,5,5,0,627,1,60
ShibaKa95,2005,1,SEI,AL,0,0,8,0,0,0,0,40,11,4,2,6,7,0.224,2.7,0,0,3,0,59,1,6
ShimiNa95,2005,1,LOT,AL,10,11,23,16,7,1,0,493,170,70,27,37,99,0.268,3.83,1,4,5,0,687,0,77
ShimoTs97,2005,1,HAN,NL,15,3,24,23,1,0,0,397,125,44,11,25,90,0.254,2.99,1,0,6,0,531,0,44
ShinoTa95,2005,1,FSH,AL,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ShiotYo80,2005,1,CHU,NL,5,3,47,2,0,0,0,205,62,27,5,28,46,0.249,3.56,4,1,3,1,295,9,30
ShodaIt95,2005,1,NHF,AL,2,6,12,12,0,0,0,181,79,42,8,36,31,0.317,6.27,0,5,0,0,288,0,49
ShotsEi95,2005,1,SEI,AL,0,2,36,0,0,0,0,111,36,21,3,10,35,0.255,5.11,2,0,1,0,156,4,24
sikorbr01,2005,1,YOM,NL,7,1,70,0,0,0,0,263,75,32,4,33,100,0.231,3.29,2,4,3,0,367,11,33
skrmema01,2005,1,RAK,AL,1,0,5,0,0,0,0,22,7,5,2,4,6,0.206,6.14,0,0,0,0,38,2,7
SomedKe80,2005,1,YBS,NL,0,0,1,0,0,0,0,1,1,2,0,2,0,1,54,0,0,0,0,4,0,2
StewaJo80,2005,1,ORX,AL,0,4,7,7,0,0,0,100,46,30,9,14,14,0.336,8.1,0,0,0,0,154,0,30
SugimYu95,2005,1,YAK,NL,0,0,1,0,0,0,0,3,4,3,1,0,2,0.571,27,0,0,0,0,7,0,3
SugiuTo95,2005,1,FSH,AL,18,4,26,18,8,2,0,590,150,46,14,43,218,0.211,2.11,1,0,0,0,765,0,51
SugiyNa95,2005,1,HAN,NL,9,6,23,21,1,1,0,404,131,44,12,39,103,0.261,2.94,0,9,11,0,568,1,51
SunagHi95,2005,1,NHF,AL,0,0,1,1,0,0,0,27,4,0,0,2,6,0.148,0,0,0,0,0,30,0,0
TachiSh95,2005,1,YAK,NL,10,6,25,24,1,1,0,451,151,66,14,28,105,0.259,3.95,4,1,4,0,622,0,70
TakagKo96,2005,1,LOT,AL,1,0,20,0,0,0,0,76,21,9,1,6,14,0.236,3.2,1,0,1,0,99,9,9
TakagYa95,2005,1,ORX,AL,1,3,8,5,0,0,0,52,20,12,5,11,11,0.303,6.23,0,2,1,0,80,2,12
TakahAk95,2005,1,CHU,NL,2,1,61,0,0,0,0,133,55,23,4,20,56,0.297,4.67,1,3,5,0,214,10,27
TakahHi80,2005,1,FSH,AL,1,0,4,3,0,0,0,43,15,7,1,10,14,0.263,4.4,0,0,4,0,71,1,7
TakahHi98,2005,1,YOM,NL,8,12,27,22,4,2,0,489,171,81,18,48,135,0.275,4.47,1,1,4,0,695,0,88
TakahKe95,2005,1,HIR,NL,0,2,14,4,0,0,0,80,43,28,7,9,14,0.371,9.45,1,1,1,0,133,3,28
TakaiYu95,2005,1,YAK,NL,4,4,18,10,1,0,0,221,70,37,7,42,74,0.252,4.52,1,8,2,0,330,1,37
TakamHi95,2005,1,RAK,AL,0,1,1,1,0,0,0,6,8,9,1,1,0,0.615,40.5,0,0,0,0,15,0,9
TakedHi95,2005,1,NHF,AL,2,0,23,0,0,0,2,103,23,3,1,4,21,0.197,0.79,1,0,1,0,124,5,3
TakeoKa95,2005,1,FSH,AL,1,2,16,1,0,0,0,70,22,6,1,9,12,0.259,2.31,0,1,2,0,97,6,10
TamakSh95,2005,1,RAK,AL,2,0,22,0,0,0,0,69,28,9,1,13,17,0.315,3.52,1,1,0,0,109,3,12
TamayKe95,2005,1,HIR,NL,0,0,1,0,0,0,0,5,5,2,0,2,1,0.5,10.8,0,0,0,0,12,0,2
TanakHi80,2005,1,HIR,NL,1,0,14,0,0,0,0,39,19,10,2,8,7,0.365,6.92,0,0,1,0,63,3,11
TanakTa80,2005,1,YAK,NL,0,0,3,0,0,0,0,8,7,4,3,0,0,0.467,13.5,0,0,0,0,15,1,4
TanakYu95,2005,1,ORX,AL,0,3,8,5,0,0,0,82,27,17,3,15,20,0.267,5.6,1,3,3,0,122,1,19
TaninSh95,2005,1,RAK,AL,0,0,21,0,0,0,0,76,44,23,3,15,11,0.383,8.17,0,1,2,1,137,9,26
TanouKe95,2005,1,FSH,AL,3,3,9,9,0,0,0,144,51,22,6,13,27,0.273,4.13,0,1,0,0,203,0,24
TateiNa95,2005,1,NHF,AL,5,1,28,9,0,0,0,218,77,18,7,18,47,0.278,2.23,0,3,3,0,301,3,22
TateyYo95,2005,1,NHF,AL,4,6,45,0,0,0,2,154,50,21,10,8,35,0.253,3.68,1,1,2,0,211,19,22
TazakMa95,2005,1,SEI,AL,0,0,4,0,0,0,0,16,11,10,3,3,4,0.407,16.88,0,0,1,0,31,3,10
TejimSa80,2005,1,LOT,AL,0,1,1,1,0,0,0,9,6,4,1,2,5,0.429,12,0,0,0,0,17,0,4
TerahHa96,2005,1,FSH,AL,0,0,2,1,0,0,0,12,6,4,1,1,2,0.353,9,0,0,0,0,19,1,4
ThomaBr80,2005,1,NHF,AL,1,5,38,4,0,0,1,145,54,25,1,39,51,0.292,4.66,3,0,5,2,236,14,30
TokanHi95,2005,1,RAK,AL,0,0,12,0,0,0,0,36,6,7,2,5,15,0.154,5.25,0,1,2,0,47,1,7
TokumSa95,2005,1,RAK,AL,0,0,8,1,0,0,0,26,11,8,0,12,1,0.324,8.31,0,0,2,0,49,2,8
ToyodKi95,2005,1,SEI,AL,3,1,35,0,0,0,19,102,42,15,4,6,31,0.298,3.97,0,0,0,0,150,30,17
TsutsKa95,2005,1,HAN,NL,0,0,1,1,0,0,0,9,4,2,1,3,4,0.333,6,0,0,1,0,16,0,2
UeharKo80,2005,1,YAK,NL,0,0,3,0,0,0,0,7,1,0,0,1,2,0.143,0,0,1,0,0,8,1,0
UeharKo95,2005,1,YOM,NL,9,12,27,21,6,2,0,562,164,69,24,22,145,0.233,3.31,0,0,0,1,747,0,73
UmetsTo80,2005,1,HIR,NL,1,1,33,0,0,0,0,96,30,9,3,12,18,0.261,2.53,2,0,2,0,136,7,12
UnoMa80,2005,1,YAK,NL,0,0,6,0,0,0,0,15,4,2,1,0,2,0.222,3.6,0,0,1,0,19,5,2
UshidSh95,2005,1,YBS,NL,0,0,2,0,0,0,0,4,2,0,0,0,1,0.333,0,0,0,0,0,6,2,0
UtsumTe95,2005,1,YOM,NL,4,9,26,19,0,0,0,343,138,64,18,31,76,0.3,5.04,0,5,4,0,507,3,74
WadaTs95,2005,1,FSH,AL,12,8,25,21,4,0,0,545,154,66,17,57,167,0.232,3.27,8,4,2,0,741,0,69
WakuiHi80,2005,1,SEI,AL,1,6,13,13,0,0,0,166,62,45,11,23,57,0.278,7.32,0,2,4,0,253,0,45
WatanKo80,2005,1,RAK,AL,1,2,17,0,0,0,0,84,19,6,1,12,23,0.196,1.93,1,4,0,0,110,4,7
WatanSh98,2005,1,LOT,AL,15,4,23,15,8,3,0,561,152,45,14,27,101,0.227,2.17,1,0,4,0,722,0,48
willije01,2005,1,HAN,NL,3,3,75,0,0,0,0,230,58,18,4,24,90,0.21,2.11,2,0,2,0,311,7,20
WrighCh80,2005,1,SEI,AL,0,1,2,1,0,0,0,4,6,6,1,2,0,0.6,40.5,0,0,0,0,12,1,6
yabutya01,2005,1,LOT,AL,7,4,51,0,0,0,2,167,42,19,7,13,54,0.209,3.07,1,1,2,0,220,15,20
YamabFu95,2005,1,YAK,NL,0,2,40,0,0,0,0,63,25,15,1,12,21,0.291,6.43,0,1,2,0,102,8,15
YamadAk95,2005,1,FSH,AL,0,0,4,0,0,0,0,16,5,1,0,5,5,0.227,1.69,0,2,1,0,28,1,4
YamagKa95,2005,1,ORX,AL,0,0,16,0,0,0,3,48,17,11,3,5,9,0.274,6.19,0,1,1,0,69,11,11
YamagMi80,2005,1,SEI,AL,1,1,14,1,0,0,0,105,23,11,5,11,28,0.184,2.83,0,0,6,0,142,4,15
YamaiDa95,2005,1,CHU,NL,3,5,27,15,0,0,1,320,102,49,14,31,90,0.256,4.13,0,3,5,1,440,2,53
YamakSh96,2005,1,LOT,AL,0,0,7,0,0,0,0,22,7,6,2,5,8,0.241,7.36,0,0,1,1,35,2,6
YamamHi92,2005,1,RAK,AL,2,7,16,10,1,0,0,182,77,38,11,20,26,0.312,5.64,1,1,3,0,277,4,40
YamamMa97,2005,1,CHU,NL,7,8,22,21,0,0,0,348,137,63,12,31,69,0.299,4.89,2,2,8,0,513,0,63
YamamMi95,2005,1,FSH,AL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0,0,0,0,0,4,1,0
YamamSh98,2005,1,ORX,AL,2,0,22,2,0,0,0,85,39,19,5,9,21,0.331,6.04,0,1,0,0,131,5,19
YamamTa99,2005,1,YAK,NL,1,0,9,0,0,0,0,43,16,10,2,5,4,0.291,6.28,0,0,1,0,62,0,10
YamasKe95,2005,1,LOT,AL,1,2,40,0,0,0,1,121,34,15,5,12,30,0.238,3.35,2,4,3,0,161,12,16
YamazSa95,2005,1,SEI,AL,0,0,5,0,0,0,0,26,16,11,2,6,7,0.381,11.42,0,1,1,0,51,1,12
YanoEi95,2005,1,RAK,AL,0,2,5,2,0,0,0,27,14,9,2,4,4,0.359,9,0,2,1,0,44,0,10
YanoSa95,2005,1,NHF,AL,0,1,24,0,0,0,0,75,23,13,3,7,8,0.237,4.68,0,0,1,0,105,7,14
YokoyRy95,2005,1,HIR,NL,1,1,29,0,0,0,0,111,27,9,1,12,28,0.2,2.19,1,0,1,1,153,9,9
YokoyYu95,2005,1,NHF,AL,1,4,48,0,0,0,12,151,49,25,5,21,46,0.247,4.47,0,5,4,0,225,34,27
YoshiKa98,2005,1,ORX,AL,0,4,29,0,0,0,1,118,54,21,0,13,13,0.342,4.81,1,0,3,0,181,7,29
yoshima01,2005,1,ORX,AL,6,5,15,15,0,0,0,221,80,33,10,9,33,0.279,4.03,0,0,1,0,303,0,35
YoshiMa90,2005,1,NHF,AL,1,2,40,0,0,0,0,125,50,18,4,21,11,0.307,3.89,0,0,2,0,188,8,20
YoshiMa93,2005,1,HAN,NL,0,0,12,0,0,0,0,30,9,4,0,4,9,0.25,3.6,0,0,0,0,40,7,5
YoshiMa98,2005,1,YAK,NL,3,3,61,0,0,0,0,174,50,24,6,20,32,0.235,3.72,2,1,5,1,245,16,25
YoshiMo95,2005,1,YBS,NL,0,1,25,3,0,0,0,123,76,38,10,15,30,0.404,8.34,0,0,0,0,205,7,38
YoshiSh97,2005,1,FSH,AL,2,4,61,0,0,0,1,199,70,23,2,19,49,0.278,3.12,4,0,3,0,285,10,24
YoshiTo95,2005,1,RAK,AL,2,2,50,0,0,0,1,143,48,18,2,7,43,0.265,3.4,2,3,5,0,201,16,22
YoshiYu95,2005,1,YBS,NL,4,2,12,10,0,0,0,179,57,28,6,22,30,0.247,4.22,0,0,0,0,256,1,31
AbeKe97,2006,1,ORX,AL,0,0,5,0,0,0,0,19,6,3,1,1,4,0.25,4.26,0,0,1,0,27,3,3
AiharKa80,2006,1,LOT,AL,0,0,1,0,0,0,0,6,2,2,0,1,0,0.25,9,0,1,1,0,10,0,2
AikiTa95,2006,1,HAN,NL,0,0,13,0,0,0,0,38,12,1,1,4,8,0.25,0.71,0,0,2,0,54,7,3
AikyoHi95,2006,1,RAK,AL,4,5,16,11,0,0,0,222,84,33,8,16,35,0.291,4.01,0,1,4,1,317,1,33
AndoYu96,2006,1,HAN,NL,10,3,31,18,2,1,0,387,139,48,7,31,103,0.279,3.35,1,5,4,1,546,2,52
AokiHa95,2006,1,HIR,NL,0,0,8,0,0,0,0,26,4,0,0,0,4,0.138,0,0,0,0,0,30,2,0
AoyamKo80,2006,1,RAK,AL,1,3,42,2,0,0,0,197,90,43,6,18,46,0.326,5.89,1,6,3,0,305,11,48
ArakaNa95,2006,1,FSH,AL,13,5,23,18,5,2,0,466,132,52,10,46,151,0.233,3.01,0,10,7,0,641,0,60
ArimeKa95,2006,1,RAK,AL,2,6,30,10,2,1,0,260,97,43,6,28,80,0.286,4.47,0,1,3,0,377,4,46
AsaiHi95,2006,1,RAK,AL,2,5,9,7,2,0,0,151,55,22,2,30,42,0.284,3.93,0,3,5,0,233,0,25
AsakuKe95,2006,1,CHU,NL,13,6,25,19,2,1,0,464,155,48,12,33,107,0.265,2.79,2,6,3,0,636,0,51
AzumaKa95,2006,1,SEI,AL,1,0,5,0,0,0,0,27,12,6,2,1,3,0.343,6,0,1,0,0,37,0,6
balejo01,2006,1,HIR,NL,1,2,30,5,0,0,6,129,45,14,5,11,46,0.265,2.93,1,1,0,0,183,11,16
beirnke01,2006,1,LOT,AL,3,5,28,6,0,0,0,196,60,32,9,27,48,0.246,4.41,0,3,2,0,282,8,34
beverja01,2006,1,YBS,NL,0,4,8,8,0,0,0,97,58,40,6,15,29,0.389,11.13,0,0,1,2,169,0,41
CarraDa80,2006,1,FSH,AL,0,3,3,3,0,0,0,31,22,17,3,10,9,0.44,14.81,0,1,1,0,63,0,17
ChianCh80,2006,1,YOM,NL,3,2,10,7,1,1,0,179,48,12,2,7,31,0.223,1.81,2,2,1,1,229,2,13
ChikaEi80,2006,1,YOM,NL,0,0,8,0,0,0,0,28,7,3,0,2,10,0.206,2.89,0,1,1,0,37,2,3
CubilDa80,2006,1,HAN,NL,1,2,49,3,0,0,2,221,58,31,6,29,55,0.217,3.79,0,7,4,0,308,11,33
DarviYu80,2006,1,NHF,AL,12,5,25,21,3,2,0,449,128,48,12,64,115,0.237,2.89,0,5,6,1,627,0,55
daveyto01,2006,1,ORX,AL,10,8,24,20,4,1,0,495,159,48,9,53,77,0.263,2.62,1,5,8,0,695,0,61
DiazFe80,2006,1,NHF,AL,3,5,8,8,0,0,0,132,47,24,5,16,22,0.275,4.91,2,1,0,0,190,0,28
DoiYo96,2006,1,YBS,NL,3,7,14,14,0,0,0,242,106,54,14,21,39,0.331,6.02,0,0,4,0,359,0,54
DouglSe80,2006,1,HIR,NL,9,6,20,18,0,0,0,293,85,37,13,30,71,0.236,3.41,1,1,6,0,407,0,47
EgusaHi95,2006,1,HAN,NL,5,6,36,11,1,0,0,290,89,38,5,46,85,0.258,3.54,1,3,6,0,416,3,44
EjiriSh95,2006,1,NHF,AL,4,4,10,8,2,0,0,169,62,28,6,13,30,0.297,4.47,0,1,1,1,233,0,28
