AoyamKa95,1961,1,TAI,NL,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AoyamKo80,2006,1,RAK,AL,110,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AoyamMi95,1984,1,SEI,AL,140,123,21,19,3,2,3,15,3,1,8,28,0,3,6,1,2,0
AquinLu95,1996,1,KIN,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AraiAk95,1964,1,TOK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AraiHa95,1940,1,NGK,0,19,17,1,2,0,0,0,1,0,0,1,2,0,0,0,1,0,0
AraiHi95,1975,1,NAN,AL,2076,7011,933,2038,338,65,88,680,165,59,544,422,24,41,300,67,87,0
AraiJo95,1958,1,MAI,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AraiKa95,1981,1,TAI,NL,14,7,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
AraiKa96,1950,1,HNK,AL,48,86,7,11,4,0,0,1,3,0,6,12,0,0,0,0,3,0
AraiKi95,1993,1,YAK,NL,139,205,25,37,8,2,2,9,0,2,29,38,4,2,7,1,5,0
AraiMa95,1970,1,TAI,NL,571,993,102,229,29,4,7,64,15,16,35,120,1,14,33,5,16,0
AraiNo95,1996,1,NHF,AL,81,65,12,16,3,0,0,6,1,4,4,15,0,1,0,1,2,0
AraiRy80,2006,1,CHU,NL,71,66,9,16,5,0,0,2,0,0,2,19,0,3,0,0,0,0
AraiSh95,1955,1,STR,AL,245,473,33,122,24,1,3,45,4,4,32,89,2,4,0,4,11,0
AraiSh96,1994,1,NHF,AL,87,57,9,9,1,0,0,2,2,2,1,8,0,0,1,1,3,0
AraiTa95,1999,1,HIR,NL,1175,3907,542,1099,175,13,202,633,19,15,327,932,14,38,4,33,110,0
AraiTa97,1957,1,KIN,AL,31,10,2,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0
AraiTa98,1953,1,STR,AL,271,656,52,139,17,8,1,44,9,7,40,96,0,2,8,4,16,0
AraiYo95,1970,1,HNK,AL,90,26,3,5,0,0,0,3,0,0,1,9,0,0,1,0,2,0
AraiYu95,1986,1,YAK,NL,1042,2893,343,782,145,17,55,276,34,20,308,299,12,14,54,19,39,0
ArakaHi95,2001,1,FDH,AL,268,367,50,79,23,2,4,26,3,3,24,91,0,17,10,1,3,0
ArakaHi96,1953,1,MAI,AL,802,2005,207,503,100,13,16,172,20,10,229,134,7,9,19,8,49,0
ArakaIw95,1962,1,KOK,NL,40,11,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
ArakaMa95,1939,1,NGK,0,60,79,7,16,2,0,0,11,2,0,11,17,0,2,0,1,0,0
ArakaNa95,2003,1,FDH,AL,124,14,0,1,1,0,0,1,0,0,0,8,0,0,2,0,0,0
ArakaSh95,1947,1,TRB,0,841,2580,345,647,69,34,14,241,122,44,366,209,0,9,35,2,51,0
ArakaSh96,1967,1,KIN,AL,51,5,4,0,0,0,0,0,1,2,1,3,0,0,0,0,1,0
ArakaSo95,1956,1,UNI,AL,149,537,44,121,20,4,4,37,12,9,31,39,0,1,7,1,8,0
ArakaTa95,1971,1,YAK,NL,225,770,103,195,27,2,34,98,10,7,60,136,0,6,15,5,14,0
ArakiDa95,1983,1,YAK,NL,209,222,13,33,2,0,0,7,0,0,8,87,0,0,22,0,7,0
ArakiKe95,1949,1,TKY,0,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ArakiMa95,1997,1,CHU,NL,1139,3861,544,1058,128,14,21,256,235,62,200,542,8,18,137,17,62,0
ArakiMa96,1939,1,HNK,0,18,45,5,13,1,0,0,6,0,0,3,2,0,0,0,1,0,0
ArakiSh95,1946,1,HNK,0,481,1347,148,277,46,10,10,107,39,25,112,172,0,2,16,0,3,0
ArakiTa95,1942,1,YAM,0,51,120,10,22,2,0,0,4,1,1,14,19,0,0,3,0,0,1
AramaAt95,1950,1,MAI,AL,524,717,56,140,30,2,1,46,4,4,42,101,0,0,38,1,4,0
AraokAk95,1950,1,STR,AL,20,11,1,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0
ArasuTa95,1956,1,HNK,AL,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ArataYa95,1967,1,NIS,AL,86,85,5,12,6,0,1,6,1,0,10,20,0,1,0,0,0,0
ariasge01,2000,1,ORX,AL,639,2364,348,612,122,3,161,436,13,6,216,604,14,16,0,24,41,0
ArigaYo95,1982,1,HNK,AL,167,222,22,44,5,1,3,19,0,2,23,54,0,3,13,0,6,0
ArihaHy95,1963,1,TAI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArikuMa95,1990,1,NHF,AL,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArimaMa95,1954,1,MAI,AL,133,282,28,60,12,0,1,30,0,1,33,43,0,5,3,4,7,0
ArimeKa95,2003,1,KIN,AL,217,7,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0
ArimiBa95,1964,1,HAN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArimuIe95,1952,1,TAI,NL,154,298,24,71,14,2,2,25,1,1,25,32,0,1,1,1,4,0
ArisaKe95,1984,1,YAK,NL,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AritaFu95,1974,1,KIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AritaSh95,1973,1,KIN,AL,1313,3091,356,763,100,6,128,430,16,17,405,582,19,24,66,25,102,0
AritaTe95,1971,1,HIR,NL,18,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AritoMi95,1969,1,LOT,AL,2063,7303,1171,2057,328,46,348,1061,282,92,691,1204,33,77,29,49,205,0
AriyoHi95,1955,1,NIS,AL,47,26,2,4,0,0,0,0,0,0,0,10,0,0,0,0,2,0
arnolch01,1978,1,KIN,AL,330,1051,154,288,51,5,43,174,12,8,66,180,3,5,8,13,30,0
AsadaHa95,1951,1,KOK,NL,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AsagoKe95,1955,1,OSA,NL,318,539,30,108,16,3,13,36,1,4,15,135,0,4,1,1,21,0
AsahaNa95,1941,1,ASA,0,673,2162,260,493,85,26,44,293,81,30,226,299,0,5,10,10,29,0
AsaiHi95,2003,1,KIN,AL,91,18,1,2,0,0,0,2,0,0,0,9,0,0,5,0,0,0
AsaiIt95,1993,1,HIR,NL,1070,1832,245,523,73,13,52,259,41,15,183,345,14,9,7,8,29,0
